id_antecedentes,id_docentes,nombre_cargo,funcion,reparticion,fecha_inicio,fecha_fin
68351215,19360986,Education administrator,Difficult all yet any.,9,2013-03-05,2018-08-03
41355620,95640144,Radiation protection practitioner,Place hit government law decide ten listen.,6,1998-07-03,2019-04-11
4722877,75145891,Advertising account planner,Best sister friend care today grow street.,1,2011-11-05,2023-02-06
82663101,39778742,Hydrogeologist,Simply life since parent truth audience arm.,7,2019-10-18,2022-09-21
77778839,99435334,Forensic psychologist,Trip job personal about food.,9,1975-09-21,2017-12-08
48675506,22842835,International aid/development worker,Hand medical top film red.,3,2000-08-26,2012-06-23
37772575,60519979,"Engineer, land",Explain hair star poor them newspaper.,7,2020-12-20,2024-05-31
1953049,67060743,Commercial horticulturist,Long adult maintain benefit new wall vote scientist.,7,2013-01-08,2018-02-08
4310258,74867571,Field seismologist,Far president this task myself into.,9,1989-06-21,2015-09-12
41342862,97391741,Product/process development scientist,Good structure open.,3,2014-11-18,2023-01-25
85550020,12051881,"Scientist, research (physical sciences)",Baby develop accept return.,3,1982-10-02,2018-04-14
54386031,30576009,Medical illustrator,Up action reduce any must.,3,1983-02-21,1992-01-27
12247635,63330802,Ceramics designer,Cover meeting parent owner.,3,1979-01-26,2018-01-21
65737861,74763209,Museum/gallery exhibitions officer,Effect billion case artist each summer.,4,1981-10-24,2005-09-30
89313760,43926007,Neurosurgeon,Enter newspaper could piece.,1,1985-02-23,1997-08-16
50642313,24433287,Magazine features editor,Class community scientist page smile find cover early.,2,1989-06-29,2023-09-15
17532693,56173776,"Restaurant manager, fast food",Someone maybe between picture environment information camera.,3,1982-02-08,2007-08-08
65551179,28362549,Phytotherapist,Star worry early interest standard second operation.,7,1976-04-14,1986-12-31
74971675,24567115,Recruitment consultant,Budget sit pretty story whom.,10,1985-10-24,2003-01-14
54067638,79519804,Stage manager,Hundred her right would general.,3,2015-01-15,2017-12-02
82006977,18427275,"Presenter, broadcasting",Relate form police position pass party.,9,1980-03-22,2009-11-27
42896538,46914541,Land,Save agency no daughter teacher follow.,7,1989-05-27,2008-10-22
6334978,59526783,"Surveyor, hydrographic",Radio walk around decision activity.,1,1996-08-12,2001-08-10
70726300,27259524,Clinical embryologist,Executive amount describe yeah method movie.,8,1974-06-17,1977-01-27
1535228,67658197,Engineering geologist,Medical particularly pay deep.,4,1983-07-10,2004-09-17
2845332,66577724,Actuary,Forward simple national view tell avoid.,10,2022-09-16,2023-09-20
66808227,53781720,Heritage manager,Develop growth energy scene institution research use.,8,2001-07-14,2014-10-26
86959900,77695722,Health promotion specialist,Continue attention within through war appear.,6,2012-09-02,2023-11-13
21617915,30613948,Police officer,Reason a guy poor probably call person evidence.,10,1975-11-03,1998-02-11
32431829,63871479,Interior and spatial designer,Evening during garden turn wide training.,2,2005-03-10,2006-09-08
82613038,76721811,Archaeologist,Guess mouth line.,9,2010-08-10,2022-08-01
51035127,4811109,Firefighter,Professional toward talk sing report full.,5,2005-11-26,2022-01-07
4644688,92684817,"Librarian, academic",Knowledge like wall wife administration opportunity himself world.,6,1987-02-05,2002-04-17
25075659,74597543,Medical laboratory scientific officer,By create them glass include health born.,3,2002-02-06,2012-01-17
95083667,29189464,Forensic scientist,Certain present budget we front education.,10,2005-07-22,2007-07-09
55693853,11316372,"Scientist, biomedical",Natural central speech peace almost get.,9,1990-06-12,1994-05-14
71272911,39942270,Hydrogeologist,Subject summer carry push card who.,9,2020-12-22,2022-09-28
79914684,29334435,Mudlogger,Trade fish smile number open close hard recognize.,8,1993-07-18,1996-09-10
91173847,3651325,Learning disability nurse,If improve when box.,9,2021-07-13,2023-01-21
99234294,42422104,Energy engineer,Ever perhaps discover.,10,1982-10-17,2017-10-09
24750433,97613850,"Engineer, maintenance",Despite agreement maybe year however peace rule recognize.,9,1987-04-02,2010-02-18
18173181,27160922,"Psychotherapist, dance movement",Responsibility professor bank.,5,1999-03-12,2023-09-21
57163926,22356251,Stage manager,Gun talk fish well several resource.,10,1981-08-20,2014-06-06
41989476,19816037,Training and development officer,Start reduce baby per lot thus.,1,2015-06-01,2021-10-01
9275023,75834536,Radio broadcast assistant,Current pass yard seven.,4,1999-01-27,2012-04-01
24535251,20427011,Interior and spatial designer,Base suddenly effect town.,7,1984-07-27,2005-04-03
13854176,17737015,Education administrator,Green yeah piece guy.,10,1996-11-10,2001-07-07
22408235,14468737,Visual merchandiser,Reveal just risk ahead finish year.,3,2024-01-08,2024-02-14
37597950,65088772,Colour technologist,Within national wide what kid yourself already.,3,1997-04-01,2019-03-12
72892895,49910508,"Education officer, environmental",Present travel issue factor eat maybe.,5,1985-05-03,1992-05-06
93539495,67512345,Building surveyor,Generation stock contain bank speech forward.,10,1992-02-05,2009-04-16
96972436,82526543,Geographical information systems officer,Night box record on next gas.,5,2019-06-27,2023-08-24
71600818,27230853,Health physicist,Bed size trouble source check manage.,6,1976-10-12,1999-03-12
80167997,83291590,Production engineer,Herself special indicate eat us stop network.,2,2015-12-08,2022-12-20
87456305,2702851,Software engineer,Real special say before difficult president.,3,1999-02-23,2007-05-08
88500782,57641087,Health promotion specialist,Third similar loss ten.,10,1993-11-05,2014-09-08
45923642,1797876,"Nurse, mental health",Idea cut help detail bad big religious meeting.,4,1983-12-15,1998-12-30
73036706,91951786,"Loss adjuster, chartered",Feeling them increase gas school why.,4,2004-11-22,2019-05-23
22553347,90929997,Environmental education officer,As newspaper spend few.,2,1971-12-03,2008-11-28
80667560,71556313,Barrister,Certainly wife join prepare relationship.,2,2008-02-18,2019-12-12
34508837,28299134,"Psychologist, occupational",Report matter economic necessary campaign.,5,1973-11-21,1974-10-03
15497020,34649397,Pension scheme manager,Majority information establish difference shoulder.,6,2018-03-21,2021-02-04
48753702,48837205,Planning and development surveyor,Hear cultural guess until.,7,1990-03-22,2019-06-23
19592455,98017385,Building services engineer,Son bank available benefit big result win.,4,2002-03-23,2021-10-15
333902,33993787,Chartered public finance accountant,Million newspaper open lead smile over.,10,2009-01-03,2014-09-07
77472617,15298718,"Engineer, maintenance (IT)",Media treatment pull down TV agree general.,5,1977-12-29,2003-03-10
32290380,54378189,Logistics and distribution manager,Dinner or employee or rate total once remain.,5,2017-04-26,2022-05-05
59553927,35097377,Public house manager,Raise service expert century open church.,7,1977-11-16,1998-07-21
73798353,22998096,Passenger transport manager,Draw own evening take north environmental tell.,2,2003-08-07,2017-05-23
8905280,32076481,"Therapist, drama",Entire society later there.,9,2007-04-07,2020-04-12
33642408,73800787,Public librarian,Decade maintain hand couple sport could think.,9,1974-01-10,1986-09-19
74915776,51957649,Sports administrator,Around newspaper specific lay.,4,1997-09-02,2011-10-13
7385079,55141659,Recruitment consultant,Nice girl song box lawyer man.,6,1993-12-10,2015-04-11
87783578,19190590,Applications developer,Drop real example report.,6,1993-10-30,1999-04-24
15190758,87861288,Immunologist,Where question clear see believe.,6,2017-06-01,2021-04-04
64314610,29635642,Diplomatic Services operational officer,Others role school certain brother million.,5,1982-05-04,1992-01-20
66930697,27327135,Operational investment banker,Food technology newspaper maybe medical.,3,2021-09-21,2024-06-05
77844736,45255630,"Horticulturist, commercial",View able PM.,5,2018-07-09,2023-10-27
69379077,22901113,"Accountant, chartered management",Event majority sister entire claim never analysis.,7,2019-04-04,2023-06-24
82820564,78690100,Field seismologist,Suggest style through item rule fund.,10,1992-01-18,2019-07-13
28039178,99934917,Insurance claims handler,Since develop father avoid that respond.,7,1996-08-15,1997-03-14
53676158,29525514,Paramedic,Development quite season.,7,2002-06-12,2007-03-04
32015640,46540308,Customer service manager,Sing memory simple response.,1,1979-12-20,2020-10-01
86852548,85114937,Ceramics designer,Century history military source pay person.,3,2007-12-13,2013-08-06
61354337,86847372,Haematologist,Senior owner third.,9,2023-12-31,2024-02-18
20721584,86902284,Records manager,Gun time she people of attack seat.,8,1979-09-27,2020-05-09
71480459,88833451,"Sales professional, IT",Ready start office foreign nature sometimes today.,9,2011-09-23,2018-08-27
65022784,75373911,"Surveyor, land/geomatics",Everybody close according pick almost mouth.,9,1983-05-29,2000-04-17
87018264,67642265,"Social research officer, government",Suggest ten senior dream day grow have.,8,1982-05-11,2005-06-15
71720072,92689777,Forensic psychologist,Career program say somebody only.,9,1990-11-13,1996-08-24
14055743,73569659,Tax inspector,Issue suggest high reveal court.,9,2003-07-12,2013-10-21
95920186,57876513,Site engineer,West possible provide theory physical officer.,9,1991-04-21,2009-01-09
6769742,72004514,Field trials officer,All Democrat form begin prepare discussion.,4,2015-12-16,2018-07-04
29572365,37032757,Glass blower/designer,Alone weight unit positive group.,7,1987-03-27,1988-06-17
75505582,59915218,Ergonomist,Leader owner instead beat technology area.,3,2000-12-02,2003-04-12
24098021,41711989,Community arts worker,Inside little reflect standard reflect consider range.,1,1981-02-06,1998-05-18
78558862,46278955,"Teacher, special educational needs",Fear professor end many.,5,1992-05-11,2009-11-07
62677528,23060182,Multimedia programmer,Staff nothing American foot although father.,4,1975-08-08,1992-06-28
39581483,75427648,Financial trader,Opportunity couple ten beat course radio.,1,2004-08-19,2023-12-29
15922619,29877082,Minerals surveyor,Card apply book.,8,2019-02-01,2023-02-01
46200699,12496020,"Restaurant manager, fast food",So leave size focus night.,1,1991-08-29,1995-12-03
62333590,93737326,Editorial assistant,Pm attack rather teach establish beat memory.,4,1982-01-30,1996-09-16
90165960,83725622,Insurance account manager,President experience form alone population local million audience.,1,1993-11-22,2006-08-03
47113014,36199361,Statistician,Year measure address option.,3,2003-12-06,2012-12-04
88794496,41602428,Intelligence analyst,List scene interview less area.,9,1977-02-08,1980-02-22
8352208,37938232,"Lecturer, further education",Media individual suffer late data current.,10,1981-10-10,2008-01-12
1367629,66554668,Podiatrist,Especially exist he without gas nation vote.,1,1983-12-07,1995-11-29
250328,69908342,Adult guidance worker,Million impact letter more assume.,1,1994-03-24,2003-12-11
17598787,97292183,Seismic interpreter,Question beyond picture traditional stuff magazine.,5,2018-06-06,2020-12-18
11119443,46559773,IT trainer,Trial on thing.,6,1987-05-09,2023-10-18
46531732,60153702,Operational researcher,Civil agent agent war.,2,1971-01-22,2000-10-03
47335820,15725766,Amenity horticulturist,Long audience happy line.,4,1989-06-13,1990-09-11
6919962,57040151,Firefighter,Past fall address government movie.,4,2024-03-06,2024-05-05
30426324,18972507,Occupational hygienist,Social prevent inside tree.,3,1983-01-18,1989-03-30
36824914,60595083,"Embryologist, clinical",After begin no center.,6,1992-07-03,2011-12-25
94135863,4270650,"Production assistant, television",Truth itself worker one item base power.,3,1973-10-14,1993-06-29
33200663,33706685,"Engineer, production",Next office oil senior scene upon.,4,1973-10-09,1985-01-19
16159005,30324178,Optometrist,Back other lot little interest talk option.,9,1993-03-19,2018-07-24
38089047,25956557,"Radiographer, diagnostic",Break could order would popular decade choice.,8,2001-03-30,2001-07-13
25052417,35738988,"Pharmacist, community",Seem like charge positive especially control.,10,1972-01-24,2015-03-13
32559628,51228726,Office manager,Quickly upon phone evening side garden.,3,1981-11-16,1985-11-30
54875885,92652435,Social researcher,Out sell director serious either policy.,10,2011-02-13,2018-10-28
89407389,56330310,Financial controller,Read alone fact simply position season.,7,1986-03-01,2021-03-09
71361169,74626388,Office manager,Speech TV second about.,1,1980-02-21,1984-01-01
14641186,10542523,Minerals surveyor,Recognize care thing that behind.,6,2021-06-20,2022-01-06
55521058,63258154,"Copywriter, advertising",Phone star friend listen.,7,1987-09-27,2015-06-15
99370046,22154783,Administrator,Prepare tree human why hand.,3,1973-05-14,1987-08-03
19784366,68648811,English as a foreign language teacher,Center future apply material low off check.,6,1976-07-14,2003-01-27
74790625,72821309,"Scientist, water quality",Against certain western apply enjoy.,2,2001-10-18,2003-01-29
