Legajo,investigacion,desde,hasta,dedicación
84882399,719938,1986-01-09,2024-02-20,26
72555131,771285,1999-09-21,2011-09-27,23
96588541,75901,2018-01-19,2024-04-21,2
93116877,947857,1977-10-20,1987-04-21,19
39912196,53758,2015-04-19,2019-12-01,38
86252774,310300,1997-09-11,2007-06-21,4
91013470,622839,2019-06-27,2023-01-17,37
2911664,551089,2018-06-08,2020-06-20,37
83038086,854777,2016-04-08,2021-04-27,10
83263525,235220,1989-02-13,2013-09-17,12
32197634,764075,2015-09-06,2021-03-04,14
10452723,706080,1971-04-17,1973-12-23,37
68048014,653287,2017-12-24,2022-09-17,30
30867137,801708,2020-03-08,2020-10-21,7
41211033,636464,1973-07-30,2008-01-18,21
86121869,987497,1971-10-16,2017-07-19,39
63544870,785963,1988-11-24,2008-01-19,2
83636881,159471,1977-05-02,1994-08-17,32
5512685,517154,1989-11-13,2013-07-20,16
31942319,100476,2005-11-12,2006-11-26,27
64507640,583937,1989-10-19,2024-04-01,4
1169600,158618,2005-12-01,2018-08-23,27
27417391,368202,2013-11-28,2020-11-17,32
95595800,610692,1984-11-13,2001-08-28,4
35043562,272762,1986-07-03,2013-03-06,35
29811248,544234,1994-01-13,2011-04-14,32
68241246,90431,2010-03-22,2015-11-04,37
34852716,256177,1970-06-02,1970-10-09,18
74105912,876277,1990-05-05,1994-03-12,20
63388984,375919,2005-02-18,2022-10-11,36
60845603,109613,2008-01-06,2023-10-26,32
25605763,426413,2014-12-28,2017-04-18,5
44350259,612617,1970-04-06,2010-12-10,2
27083897,948710,1989-03-16,2015-03-10,36
68008172,27369,2008-11-12,2018-01-16,2
83940134,244437,1988-11-23,2022-03-25,8
68772040,598547,2007-10-02,2010-04-19,16
41961267,467136,2015-05-02,2018-03-20,31
25657937,275795,1998-12-13,2016-11-24,37
32275399,524327,1979-05-28,2018-10-01,11
24408792,291099,1999-07-16,2003-04-12,38
18972507,372459,2021-09-24,2022-10-11,2
24527020,274811,1993-04-05,2013-08-13,21
96965410,878923,2016-10-08,2023-11-16,31
1921734,129946,2016-04-14,2023-04-13,32
84145302,764421,1987-04-28,2023-11-22,12
79595473,387657,2012-08-06,2015-01-02,28
46029892,242805,1981-07-16,2019-09-18,9
49811053,855042,1987-12-19,2018-07-13,18
53305429,19364,2005-09-22,2009-02-16,20
72262673,7867,1981-12-18,2014-05-06,3
30691229,336898,1998-03-16,2019-11-28,11
90990710,692469,2008-09-29,2008-11-04,27
40002435,596448,1990-03-09,1997-10-17,10
11543102,205788,2001-10-11,2021-08-22,23
79863511,192779,1975-10-03,2020-07-29,12
69994197,943437,2002-02-13,2006-07-17,16
92243601,570330,2022-10-30,2023-12-07,22
38149671,135010,1970-01-16,2008-12-19,32
44432258,46640,1970-07-23,2003-09-20,1
98212087,788497,1997-10-28,2015-08-09,22
66593945,110543,1972-12-18,1987-03-03,20
96847199,6314,2009-12-18,2023-12-20,28
69759443,836910,2008-12-26,2013-06-08,33
29153762,434237,2020-01-22,2022-09-19,30
54124675,972639,1978-04-18,2006-12-28,11
14110698,195452,1977-11-26,1987-08-07,35
62572086,54320,2020-04-03,2020-12-05,25
74066454,990142,1986-07-19,1998-01-05,21
5556349,895735,1994-12-15,2007-02-23,8
25866515,425905,1989-02-05,1994-09-16,39
50898932,961307,2002-06-20,2007-03-23,40
81957611,139854,1978-08-08,2002-01-15,31
53927270,275042,1995-05-31,2008-02-29,21
17849558,655071,2017-03-08,2018-03-24,37
40966864,542468,2004-03-14,2007-12-22,39
5870248,605481,2020-04-17,2021-07-29,8
85255763,37023,2005-05-25,2010-04-24,33
1639920,827202,2020-04-07,2020-06-20,31
83073399,656727,1990-08-18,1990-12-25,32
346973,725841,2020-12-04,2023-06-12,27
51461190,591110,2011-04-28,2015-07-01,12
63822669,910267,1998-11-29,2020-03-17,34
90926879,995566,2021-08-17,2024-01-14,5
73403305,818916,2003-01-28,2011-11-13,12
32999441,460469,1992-11-17,2008-05-10,9
43420547,270165,1976-05-25,1980-07-07,7
45773303,15696,1974-09-17,1984-09-15,10
57584447,13323,2009-07-21,2017-04-29,5
83113660,172069,2001-03-11,2021-08-19,16
37697733,330466,1982-10-12,2006-07-17,18
67879474,843342,1995-04-29,2015-12-19,25
56001294,982176,2015-04-26,2017-07-22,27
72941515,219332,2000-04-01,2002-12-29,30
33438946,95459,1972-04-13,2010-02-27,31
25114013,665128,2013-04-06,2024-05-30,11
55189704,642943,1989-07-03,2017-09-27,31
25595688,67959,1991-02-14,2002-10-11,32
30971573,227718,2016-11-09,2019-04-13,1
59107975,748532,2010-06-17,2023-09-22,33
10810417,821185,1987-09-30,2008-08-31,26
95487068,88819,2015-10-16,2018-04-01,8
17985677,818631,1977-03-09,1983-01-05,3
984563,2962,1986-11-01,1987-07-16,30
24765306,751418,2013-02-02,2015-03-13,5
56613114,139775,1974-09-07,1996-01-04,8
78673315,908486,2001-11-13,2019-10-19,6
16025989,938916,2002-07-18,2015-02-12,30
42222702,193924,2019-05-12,2021-06-22,30
29890680,577746,2009-12-16,2021-08-28,11
55189704,382055,2014-10-16,2015-03-29,33
75209274,627010,1988-11-10,2008-01-14,25
63244813,124720,1989-09-16,2010-04-07,4
98753962,806188,2022-01-18,2023-07-26,22
91302516,677967,1975-11-13,2014-03-20,28
29501392,778220,2016-10-16,2018-04-29,19
87568475,914178,1980-04-14,1996-04-01,12
2363533,313856,1986-11-18,1992-10-11,3
13674390,139136,1988-01-13,2009-01-27,30
41114295,104485,1986-01-15,2013-10-07,15
25067945,441370,2019-07-29,2023-02-19,8
10253240,452617,1990-07-26,2001-10-31,26
58711921,651910,1978-04-11,2018-07-12,29
82278009,233887,1971-05-07,1990-01-26,37
66677502,288493,2019-08-31,2021-06-21,29
13708167,269516,2012-12-12,2020-01-15,15
37472044,673950,1986-09-02,1986-10-06,34
87578685,260330,1990-05-15,1993-07-16,22
27670337,380446,1993-09-10,2023-12-29,14
49088257,702811,1980-04-21,1985-10-06,1
93930788,95393,1988-04-13,1991-02-07,15
57532381,31793,2006-01-27,2013-06-10,25
90083829,46372,2023-11-06,2024-04-12,28
92196018,414936,1983-05-27,2009-08-16,12
57229384,392944,2022-01-03,2023-02-21,38
28785546,390254,2009-12-21,2016-03-30,24
82197046,829075,2001-07-15,2014-12-15,39
77088834,537943,2014-03-16,2022-01-18,22
28869940,89969,1985-02-24,1987-05-29,9
45551493,539654,2024-06-18,2024-06-24,14
38806671,658789,2020-06-25,2022-06-15,17
3174669,754857,2020-02-22,2024-04-03,20
18131621,906503,1983-07-13,2016-11-14,19
42012584,897094,2023-03-23,2023-08-24,37
48771615,627577,1993-07-20,2023-06-01,34
5438625,906488,1986-02-25,1999-09-14,9
10226173,265128,1993-03-13,2010-07-13,22
17888269,421508,2009-10-27,2017-06-30,14
24235964,186428,2014-04-09,2016-09-20,36
84537033,441797,1996-02-13,2004-01-26,40
85155757,823528,1993-05-27,2004-04-25,27
9573612,322089,1979-02-07,2016-06-24,29
92180698,510871,2004-05-31,2020-05-09,35
62164633,107439,1986-07-10,2006-10-08,29
1538373,420504,1997-10-13,2006-05-21,1
69479160,977606,2014-10-29,2022-02-21,20
49990906,782801,2002-07-22,2007-06-21,26
92636423,725778,1971-09-03,1976-05-28,18
98811876,328188,2000-09-27,2003-09-05,2
22520221,609320,1989-08-17,2016-06-23,36
66539619,212199,2002-03-28,2005-07-07,8
11519336,893427,1998-06-16,2011-04-19,36
12895412,372336,2003-07-09,2022-08-27,37
93696029,193085,1972-01-17,2006-02-26,24
20437031,19856,2007-07-27,2014-11-24,6
36124946,506754,1972-01-06,2002-05-25,9
34720722,988846,1980-09-08,1987-01-08,28
78183373,848528,2019-09-28,2022-05-15,37
91835823,522652,1994-01-06,2012-09-15,25
24565199,171343,1986-03-06,2010-03-17,26
2890029,210449,2011-08-27,2016-11-24,23
95476301,834195,2011-02-02,2016-10-09,39
28474464,351042,1991-12-07,2009-12-15,25
34181465,163249,1997-07-10,2004-01-19,3
25733240,606204,1993-10-24,2001-01-29,8
20598057,816110,1978-07-03,1999-06-20,6
81631020,51928,2013-10-03,2018-08-08,15
23485564,666914,2007-09-01,2007-10-11,31
65874996,252238,1971-06-29,1986-09-11,15
42570496,389405,2022-01-31,2024-04-04,29
3074898,45121,2022-08-25,2023-08-25,5
31992375,261383,2023-12-31,2024-06-11,1
98472024,62952,2016-09-12,2021-08-27,8
40502956,704409,2019-12-12,2022-10-31,9
88189945,608375,1999-02-05,1999-09-28,9
86001667,961836,1999-06-10,2009-12-15,40
29023128,608433,1983-05-11,2024-05-25,26
39307110,443322,1995-02-22,2009-04-20,23
97972874,892431,1975-05-28,2012-10-11,4
27021853,439077,1971-07-20,1984-12-26,24
4735860,250853,2013-10-31,2014-01-18,4
48970642,391954,2005-01-04,2012-07-08,23
51033683,849094,2002-08-19,2014-04-23,10
62816009,414936,2008-07-09,2008-09-08,11
79495794,335629,2017-04-22,2020-04-15,37
69776423,996736,1992-06-04,2000-11-21,5
68034972,783707,2017-08-01,2023-11-27,23
12559109,358621,2001-02-05,2012-03-10,6
27924650,192157,1979-03-14,1983-08-06,40
68792016,983450,1970-02-21,2001-09-12,26
94761680,576085,2021-08-28,2022-02-04,12
57315558,628827,2020-05-31,2022-11-21,18
5033954,617044,1975-07-22,2024-06-10,23
64826213,795181,1991-12-09,2015-03-01,15
95656826,507955,2005-04-27,2007-07-24,24
11249897,864204,1978-02-19,1982-10-09,9
80449083,436909,1996-12-09,2022-03-29,33
98509567,57753,1975-01-18,1978-10-08,20
96434576,534678,2015-05-21,2020-08-18,9
25309626,487758,1971-09-29,1972-11-19,8
77137433,173365,2008-09-03,2023-03-26,14
23985911,645740,1982-07-10,1985-07-28,21
50098266,501483,1987-02-26,2017-08-19,32
40373601,532636,1971-07-08,1980-10-23,14
44652205,951417,2007-08-29,2013-02-12,29
55766028,517931,1994-02-15,2024-01-13,30
10612755,44113,1997-12-19,2021-06-12,34
36358505,238879,1994-04-03,2017-04-29,21
31943867,496998,1998-12-25,2023-09-08,23
39256095,817040,1974-12-01,2007-10-16,16
27543529,149129,2009-08-06,2019-11-20,4
5349939,360656,1989-12-13,2003-05-02,40
72031054,652584,2007-05-03,2009-10-11,19
50829681,361272,1996-05-19,2001-10-06,5
78947674,174512,1975-11-08,2017-03-09,17
89989807,689072,1998-04-09,1999-05-23,16
11519810,541372,1989-12-10,2013-10-01,9
74304169,869466,1980-12-03,2009-08-15,5
39338584,523417,2020-12-13,2021-09-22,13
27406431,270861,2013-05-15,2019-02-05,39
13253178,126170,1982-04-15,2007-08-29,31
29700530,627066,2017-08-04,2022-04-19,23
67075525,274708,2012-10-06,2013-05-17,34
10288526,814824,1994-10-05,2015-10-30,18
17761581,411512,2002-12-27,2008-08-19,22
56715882,809449,2006-03-25,2010-04-29,18
53038713,914836,2018-11-06,2023-08-26,5
11695466,531047,2022-09-07,2024-06-05,14
53968029,100953,1982-06-13,2022-02-05,18
50112044,251149,1991-03-13,1992-12-16,15
74507267,808254,1971-09-15,1985-08-30,4
78748978,57837,2005-03-23,2020-10-20,25
78105660,406150,2005-04-13,2010-06-26,30
17746146,252753,2016-06-13,2022-11-20,9
98703687,302630,2007-08-16,2013-05-31,7
51195797,194088,1977-01-08,1977-04-03,32
38553796,541310,2010-08-19,2014-02-28,7
5185109,717588,1978-02-03,1978-02-12,35
85983281,887435,1993-07-19,2015-06-10,18
95875570,32904,1982-05-13,2017-09-29,32
86128474,155401,2008-11-22,2024-05-07,34
30953943,417150,2001-01-05,2018-04-25,11
54394870,274939,2018-08-18,2021-07-15,11
18364683,104636,1977-07-28,1993-09-30,35
55116832,300043,1970-06-27,1972-01-02,25
90263752,64003,2014-01-29,2021-05-09,2
43218305,880979,1995-12-25,2008-09-25,4
42029539,732757,1975-11-17,2022-05-28,27
20446717,324684,2017-11-13,2023-12-10,23
17279725,735493,1987-07-20,2014-12-30,30
66117565,735062,2002-07-10,2010-07-04,17
62692124,59831,1999-05-04,2010-12-06,24
82262323,867561,1996-05-20,2013-11-04,34
32679352,92656,2009-04-01,2015-09-05,37
42927061,171115,1985-07-27,2015-02-11,24
66247675,853351,2019-06-07,2022-02-08,18
91739295,61068,1993-07-12,2004-04-24,4
17387618,735431,1973-06-24,2016-01-05,22
39231020,792931,1981-11-03,1989-10-17,17
6757434,449137,1994-05-28,1995-09-02,11
85132993,227718,1982-02-03,2004-03-16,18
68792005,823603,1970-11-28,2013-05-25,17
36840741,971392,1994-10-08,2016-09-26,21
19704714,134141,1982-11-08,1984-04-03,14
99197561,588566,1983-10-16,1992-05-29,13
46697853,196102,2001-12-28,2011-11-24,9
11492135,578909,1985-07-26,1989-10-20,5
60228968,496729,1973-01-21,2007-08-02,28
51805566,581417,2011-02-18,2024-03-28,34
75720468,576603,1991-11-16,2010-01-19,18
48633981,785557,2004-05-26,2023-12-29,34
29700530,292643,1980-05-21,2014-05-21,19
21817955,227038,1999-11-22,2012-02-01,8
19648212,719448,1986-11-04,2005-11-08,3
75012162,353699,2001-04-10,2010-01-07,23
44275478,7088,2000-07-31,2022-01-03,26
59337067,105413,1983-04-09,2017-04-23,39
71176417,72626,2015-12-05,2022-01-06,29
2883927,465335,2007-06-24,2014-07-07,19
62728792,136772,2017-10-04,2024-05-27,14
57196113,168599,1989-05-17,2002-11-16,9
28417771,475287,2018-05-12,2018-07-09,18
22290697,109078,1971-01-22,1979-01-26,24
69425583,651315,2017-11-30,2018-11-28,33
94557226,43039,1985-09-13,2009-01-22,9
87478482,56849,2011-02-07,2011-05-04,37
3016260,887266,1992-08-09,1994-08-08,32
53395359,105972,1992-01-01,2003-03-24,6
44077665,558621,2013-06-09,2020-04-11,31
1830114,909593,2009-09-16,2014-06-13,8
23992333,705026,1990-05-02,2015-06-18,36
21180349,736886,1987-12-04,2023-06-30,17
842891,162507,2021-10-03,2022-02-10,25
74242499,970014,2015-10-05,2022-05-15,1
95067474,797074,2015-10-28,2022-10-14,33
60381890,883164,2024-01-16,2024-01-29,17
19811944,615963,2024-03-14,2024-06-26,19
69271586,954607,2018-10-13,2024-01-28,11
47736688,720885,1982-01-29,2008-07-03,19
73981786,853247,2019-02-04,2022-12-27,35
69533632,193442,2019-10-17,2021-05-17,1
78501351,381925,1991-08-09,1996-02-18,30
743673,123166,2000-12-28,2007-06-20,25
28248059,425049,1983-11-11,2000-04-24,5
45130059,629849,2013-04-03,2013-04-12,13
17090960,932469,2021-02-01,2021-09-11,1
50784732,450789,1987-04-05,1987-11-27,15
57574756,661689,2013-03-19,2018-04-02,29
72214790,132872,1994-09-21,2004-03-13,7
22144708,976311,2007-06-10,2021-12-02,21
72792243,696226,1990-08-02,2020-01-21,14
81419570,515127,1985-07-26,2017-06-23,21
17021515,195481,2022-11-17,2022-11-26,18
3329236,364003,2005-04-22,2021-02-18,28
30245754,819027,1970-11-14,1982-12-22,35
13087478,830738,2003-02-08,2016-12-28,12
11168582,960677,1994-08-28,1999-02-01,10
38769373,972181,1995-07-13,2015-03-13,5
48097956,632225,1987-12-12,2013-03-22,14
1726263,317319,2020-03-21,2023-12-20,1
47409154,952378,2020-05-13,2024-02-08,26
64794612,590305,2018-03-18,2019-01-24,33
18408009,83623,1988-06-26,2002-10-15,26
11726246,571368,2007-04-03,2013-05-14,25
46544769,465818,2024-05-03,2024-05-04,1
57434353,744175,2003-04-21,2013-09-05,24
64020856,305782,1998-01-06,2004-03-11,38
51907033,100374,2012-10-09,2018-03-25,18
96219247,731872,2011-12-16,2018-08-31,8
98586109,842376,2008-12-26,2024-04-25,15
547830,661689,2022-02-27,2024-04-01,20
87141376,682198,2002-05-15,2002-11-15,30
7227645,581292,2021-09-28,2021-12-30,28
12038419,407103,2020-08-14,2023-12-08,13
50539071,57734,1996-06-07,2004-04-14,22
10262778,550744,2011-09-16,2011-10-17,1
55824795,210741,1981-04-07,2012-03-05,10
18361350,575232,2012-07-14,2017-02-14,10
74196859,101482,1980-07-11,2020-04-06,21
30831937,549905,1995-12-30,1999-06-17,27
1250999,270950,1972-12-22,1975-08-28,39
86195028,963254,2006-06-07,2016-02-02,11
2147654,28233,1997-12-10,2011-11-25,27
16721100,704115,1982-05-23,1988-11-19,19
64480664,704915,1976-03-22,1990-01-13,14
33280240,30697,1992-05-23,1996-12-02,38
27698015,259519,2016-02-05,2017-04-23,16
78851685,185243,2002-12-19,2003-03-07,23
88920459,447421,1995-08-17,2014-01-06,20
62176268,497436,1971-10-12,2014-01-21,33
9220595,271291,1983-12-09,1985-11-22,8
18000082,223217,1971-11-25,1983-07-05,19
64066318,499736,1994-01-10,2015-03-08,20
6899886,128731,1971-01-04,1975-04-28,27
89797031,198272,2011-08-13,2015-11-14,34
29336036,668327,2009-11-06,2020-07-17,31
14782502,750740,2023-08-05,2023-10-13,8
59065842,468965,1987-10-08,2023-03-01,36
90643364,92783,1980-05-19,2019-01-24,25
17428,201004,1995-03-13,1998-07-17,21
65089342,318613,1981-07-26,2024-02-12,32
11980419,192839,2009-03-23,2023-05-08,8
70645075,581112,2020-09-11,2023-02-13,37
83378732,195507,1993-10-04,2017-06-16,19
40022580,537106,1978-04-23,2015-07-16,36
17442498,809612,1983-05-05,1992-02-14,18
31515096,148570,2014-05-31,2024-02-08,39
78924607,365867,2014-09-15,2015-12-08,23
92764456,919809,2017-02-13,2021-08-13,3
17662636,585762,1979-06-10,1984-10-10,32
87020300,501694,1986-07-19,2020-01-08,32
69841851,155156,1972-12-18,2020-05-19,13
40439699,75647,1989-07-28,2001-09-12,32
19801594,494365,1989-05-20,2014-11-20,23
21979634,68968,1991-09-22,2011-08-09,39
15789134,315799,1972-01-16,1978-11-08,39
14821415,861125,2002-09-06,2022-05-22,18
90453749,36550,2003-03-10,2013-11-26,28
14421773,459007,1982-10-14,1991-11-08,38
1380116,988427,2001-09-21,2001-10-22,39
95328191,360462,1980-03-23,1983-02-20,11
16994819,676713,1985-09-15,2003-12-13,40
20974673,330745,2011-09-18,2017-01-17,39
1380116,668253,2009-06-27,2013-08-10,2
48318621,699278,2018-04-16,2019-07-15,34
55893099,504644,1985-01-01,2009-04-01,34
9530744,692651,2021-08-17,2024-06-23,5
16125669,364234,2002-04-25,2021-07-29,28
83601753,416985,2021-08-30,2022-10-01,28
30005899,37700,1993-12-02,2005-05-14,19
56715875,397865,1991-09-10,2023-02-08,23
83651525,730651,2007-09-23,2012-03-08,12
62934941,937998,2020-11-02,2023-07-04,40
96509072,104133,2009-03-18,2023-03-11,22
68821900,327063,2001-12-18,2024-04-22,8
79981219,397825,2021-07-12,2023-10-11,40
14829852,512060,2011-06-18,2016-04-18,4
34048509,703984,1973-02-15,1987-06-27,26
88890481,159056,1993-11-27,2001-12-24,18
87353969,118497,1973-05-04,2013-05-23,6
32525157,948266,1981-02-21,2002-11-23,5
36410266,12794,1995-03-16,2001-03-17,24
2332218,566536,2018-11-28,2023-11-24,29
65946230,523059,1979-05-14,2016-07-27,31
42990288,938188,1996-04-25,2014-02-11,3
5741801,427394,1995-03-19,2015-06-10,22
70047888,739780,2014-04-11,2022-04-29,1
42022950,287036,2001-09-09,2021-06-25,38
2739188,366990,1979-12-08,2006-02-05,34
34594383,88139,2009-04-12,2017-10-04,6
33565797,579341,1984-10-14,1998-11-11,28
47564915,157899,2016-01-17,2019-10-16,10
33234813,571134,2014-09-01,2017-01-27,36
58624823,564874,2007-09-30,2017-12-18,33
98572739,269189,1985-03-10,2009-04-30,10
20633644,880260,1993-12-26,2023-03-11,1
60650897,651717,1993-05-13,2020-03-23,5
23900112,391610,2002-12-17,2005-09-10,27
86918320,46260,2006-01-30,2022-09-11,28
79234058,389123,1992-01-23,2005-08-29,12
59860888,321712,2000-03-27,2022-07-20,21
92454280,793088,2023-06-16,2024-06-10,5
83073506,365568,2012-06-01,2024-05-19,9
28869940,104658,1984-02-28,1998-10-09,2
56959879,148671,2009-06-11,2009-07-24,1
69445721,660728,1987-02-08,2018-10-31,32
24040974,159471,1991-08-08,2022-10-20,38
64992831,196839,1983-09-26,2020-10-24,21
35226316,10457,2013-07-08,2014-02-11,39
34816864,275747,2019-12-03,2024-04-20,24
77695722,711312,2007-01-23,2017-10-26,7
85155337,401044,1985-12-24,2008-09-14,34
75013266,464977,2012-09-30,2021-07-10,17
36918502,598064,2004-11-26,2011-10-12,36
21930460,937248,2005-10-24,2021-01-06,18
54569445,114539,1978-12-26,1999-04-11,5
1109374,771853,1972-10-28,1987-08-07,7
72213502,759897,1986-07-13,2004-02-14,8
11927016,214534,2009-03-27,2022-01-24,12
70937380,168899,1971-12-06,2000-04-27,25
99780838,477954,2008-01-23,2020-01-11,19
76682425,118256,1978-05-21,2008-02-15,36
24813399,360240,2003-05-13,2006-07-23,22
70600478,32519,1998-10-15,2014-06-11,32
96502292,19248,1998-04-16,2008-02-09,14
26543397,972112,1983-10-22,2004-10-31,32
27792080,572602,2002-03-28,2007-04-12,12
51316472,595476,1970-04-12,2005-03-16,34
40450858,750443,2019-12-07,2020-07-21,22
7232372,207396,2017-07-31,2017-09-05,7
78173726,128408,1980-03-01,1985-07-13,4
82868149,569352,1982-12-06,2006-02-07,21
5753364,763925,1989-08-19,2012-01-01,12
39826857,614880,1975-08-21,1986-07-06,6
77750244,653065,2024-04-15,2024-06-12,35
72000009,442452,1974-11-25,1986-12-19,5
5367776,910717,2004-05-29,2016-08-26,39
89124601,642602,1984-05-01,2021-03-27,31
75310894,274448,1973-03-14,2006-07-07,34
81868797,695323,1975-05-04,1984-06-20,6
18039565,483992,1986-11-17,1986-12-29,24
5886535,860724,1971-08-04,1996-06-23,20
68155664,726779,1990-05-27,1997-04-20,12
35933050,712034,2014-04-10,2020-08-25,26
65036524,39442,2001-06-08,2019-07-15,40
96099672,938121,2020-07-01,2023-04-09,22
6958829,353442,1991-01-14,2010-05-04,3
