investigacion,area_principal,categoria,institucion
853884,behavior,senior,8416407873585
739637,form,myself,7412373744783
12518,form,company,5912891924011
975471,PM,letter,1937461140028
837442,local,professor,7021315523401
476000,risk,avoid,301629615772
434323,dream,focus,9702942718520
353816,painting,rock,235468422397
642333,student,impact,5800330118083
841756,culture,serve,5307218798165
845817,campaign,beyond,69392881933
353673,door,modern,5868300831183
773611,event,into,8935168221375
974364,spend,result,3781237098300
987699,agency,fear,9541589982344
52302,front,life,3561357013757
536859,science,address,8095863440935
61429,few,treat,5343035779581
681333,smile,society,8059959723353
609247,policy,exist,6014580316806
323541,some,main,3249816574633
154416,catch,skin,3845666026390
107441,continue,fill,4418907633611
702228,wide,trouble,2971365318786
225424,learn,think,958863740921
490705,later,forward,301823797585
866602,manage,star,7818113655142
132513,management,road,4130125509027
127519,bit,attorney,3964499098576
899121,case,daughter,390482809020
821185,deal,business,9342005293475
382977,first,with,9862993287776
633301,both,nation,6657328618750
655985,them,mission,7996608166215
647585,answer,heavy,8899248614994
808252,size,argue,8002930763485
958031,Mr,last,8315627950431
391669,north,manage,6341420886467
499031,wide,over,3374853262102
83791,add,vote,5535117950803
804810,provide,economic,5903631971353
198873,mention,sound,6225861300228
731347,huge,minute,5668374004327
882985,choice,seem,5493520815572
398013,arm,form,3518036551441
66221,explain,board,6454420279080
809723,admit,budget,9648301906268
814222,ability,situation,3140023867851
680528,professor,management,5091622052438
922780,purpose,billion,2143742749208
338510,help,which,3938610050934
306091,bar,government,9872003985364
91900,three,price,904048167419
312339,executive,best,7080296147345
176968,several,rise,203147778318
240369,operation,threat,9110910731799
888362,must,owner,2057490353130
986350,language,several,3027763354264
148128,attack,pick,4435651541396
411341,determine,against,958172168573
597735,grow,how,8707526293114
654994,future,buy,6198349102233
708916,kitchen,election,872292725758
686280,throughout,all,1924920116761
823528,treat,year,5516535515344
754412,whether,base,1316232251702
879432,different,week,7624760033177
97501,strategy,front,8685400522913
924178,over,civil,2448077865258
513036,subject,find,932182755306
944693,list,fly,2987047752105
273993,whether,business,773792380237
435576,well,authority,4717772365390
292514,discuss,third,7077419628526
818664,south,as,528432994324
670662,nothing,safe,9579203304478
506954,four,positive,4693355829565
137287,now,deal,1229343486933
565879,under,try,5071976741946
865023,course,these,4568699480010
767252,free,range,5806310899264
323581,produce,hour,7443968783166
652012,important,identify,1770270687711
75631,relationship,kind,4771959321667
975319,sound,adult,3923641066405
911659,new,detail,1574705146940
549475,audience,out,1248902010800
104308,agreement,thing,3057736553086
752106,arm,act,5622765931936
829075,office,toward,6894491019654
106151,without,public,1648174755545
63583,up,miss,8867541341617
262674,so,agent,4481795089731
622372,amount,force,3842424766674
12762,find,watch,8099513552023
810601,inside,citizen,8938706200940
949729,word,meet,2532047120632
553389,since,someone,5591743910751
846685,building,six,3485665522402
121529,treat,form,5460381971756
369748,glass,tough,3703314177279
707779,industry,star,5084002527614
598064,sit,employee,2895284596174
554289,turn,himself,1334976734938
975152,unit,rise,6645393807577
320640,large,community,34150174421
302630,ago,nearly,7915956487626
128568,guy,remember,4117687992051
151925,measure,deep,1272044280264
22609,group,position,8067447458660
858724,enjoy,share,1259854452300
576458,true,second,3903753895565
905098,movement,receive,8008194612754
880239,administration,important,4536422345102
834968,much,simply,5231405804468
803020,law,president,3988952885348
504941,industry,near,3057760963966
92230,worry,customer,4167115412146
835382,difficult,organization,7562048609156
982758,discover,cell,755844930768
773651,just,decision,5905395245108
408865,woman,its,8475762849783
159415,more,week,9536072146813
287661,western,indicate,5115524732700
558621,whatever,economic,2849873271745
681173,help,stock,4707148846552
416064,other,suggest,3492745078553
184711,style,level,1657581867851
997255,fight,source,6723752613154
341369,little,very,9036925665432
914853,our,sister,5397434241363
171349,quality,current,8503985372353
301723,pull,dog,4237491908408
544971,adult,somebody,1984826848821
189362,than,body,6932952963021
499693,house,Congress,7933161945157
311601,want,less,127457566875
812561,series,at,6191411754902
101660,enjoy,term,6721814098866
633821,challenge,daughter,216913901648
616470,happy,whom,7699775234987
185978,from,allow,6801288247674
456962,activity,civil,6311812547052
318442,within,respond,1779082478827
240927,firm,activity,8186734505747
231428,behind,even,8373567937835
919087,recently,forward,2422014467429
817741,east,cost,9446213551303
342579,class,imagine,903477751571
425218,senior,wide,9331878724404
60725,yourself,tonight,8898312125861
276476,instead,young,2490550260075
983298,born,issue,7207131789857
182238,once,participant,7337837963433
478124,study,to,3596699950544
337841,image,blood,4351785912954
918181,degree,nor,9430337023222
585157,necessary,set,5720037109924
876064,adult,Mrs,692077288447
58456,without,idea,4667488624324
820548,produce,voice,6025291488588
381689,second,pay,2232363929222
945658,office,particularly,227675762948
320965,rest,former,5706586954475
206346,expert,traditional,6663441846592
882065,finally,many,2332951184027
47635,security,year,9294960624387
738569,guess,region,4648993909506
947770,amount,factor,1928009799896
326244,beautiful,top,4523030693133
589186,eight,resource,1988718227776
816427,arm,reach,4232395176378
263221,join,officer,9331878724404
857200,upon,group,211637603985
550842,all,none,3182203501045
519534,view,cell,3083396442038
942407,policy,citizen,1459759391813
844029,our,painting,7851558681420
338324,big,work,3635223686922
777322,under,money,7620594153284
547134,kid,entire,9337646894550
571463,wind,exist,4420185511647
375732,simple,best,3142140552737
108068,daughter,environment,480499435398
21500,stop,late,1143781539016
750043,decide,nation,3477752639798
170894,share,thing,3729249834975
30251,whose,continue,5997603038179
879573,when,under,7505059042976
74634,already,mention,1935184952881
619960,animal,grow,4760887274370
597175,star,loss,3417696878037
848934,pick,first,1042214515485
990191,drive,throw,3894972585528
389363,list,outside,8077371348133
352923,indicate,teacher,9681608086519
302857,manage,media,5406739886144
424971,smile,would,1311347019965
35171,care,public,1575391968408
102346,technology,party,7608298211389
671880,actually,strong,4872064043742
389595,again,summer,8552720992900
641104,institution,whose,8329902579773
918168,rate,find,6177567174279
31778,many,professional,2461732531428
798854,across,responsibility,7428082273225
895105,this,clear,2369088932064
650668,oil,show,9887622887688
866678,southern,summer,8569080441743
462009,with,in,8111693722881
42630,better,help,1715101443102
869054,how,however,8489912830467
346658,person,reach,3093302805898
305303,TV,we,9700825457022
919835,election,explain,5433529197483
159373,power,push,9253433810957
910710,personal,now,5448948920768
3024,attack,community,4773674820866
827804,far,reflect,9346386859767
972054,off,skill,2064910631269
105031,my,its,5704067505274
701061,news,environmental,7532733717467
739999,rest,camera,8808172865598
857142,list,although,5100150385395
913013,certain,play,4977758908374
12280,coach,machine,8216085337256
112728,enough,need,1260678310404
274812,wind,listen,4732085165587
614329,behavior,something,6918071554237
531655,nearly,news,6664842687210
108450,weight,majority,9577941700391
149597,husband,we,4187951244343
642943,right,job,6537026329801
32244,lead,yes,4728797788790
354637,thus,type,1632081571798
783895,wait,pick,8396884742604
358437,live,accept,1762019900103
913475,throughout,worker,4382316453884
871221,soon,better,6134581931653
301223,time,forget,8987691737830
124418,possible,commercial,844071394927
179640,check,you,5948973605050
557721,run,work,5465884633396
656474,eye,rather,514792322960
534067,both,positive,6640860740202
677640,discussion,history,4121022463359
603572,coach,fish,4141004449112
676177,message,understand,2259400713591
171795,wind,world,3234878689587
490250,teacher,act,4933664938801
430623,sound,box,7854669043492
946015,thousand,this,8767604533016
415203,raise,stay,9480713511245
571315,far,above,8449958338395
727590,most,imagine,2838746042049
868425,to,step,126608302248
757204,management,development,629970237340
10946,now,can,8652248110940
182296,account,forward,8449297477148
380446,open,challenge,8194328197305
803643,feel,every,203147778318
38241,citizen,issue,9776096540722
567744,purpose,close,4952995752288
349096,spring,charge,2632316499654
850107,memory,successful,812245696492
627296,understand,wide,7021932399809
723148,happen,general,4910640142893
123616,sell,state,7702248422688
78505,including,scene,2029259395724
346989,whole,south,1872956687853
907710,action,sit,5099911082370
668327,until,successful,3702116038431
146777,force,young,6130705397607
588984,way,increase,1763781296620
227704,affect,must,9081626291443
560965,couple,age,635109857345
937709,reach,close,4944064539521
334966,worker,wind,3980733092054
532473,article,position,6425934566696
744696,continue,worry,4197203437979
522671,enough,throw,6341349101587
108307,before,Congress,4672435673077
729892,Congress,picture,9259777851246
281026,hotel,base,963033550956
221072,almost,four,3234899625506
603450,recently,something,1478108507197
184213,word,five,9976775676234
73065,action,first,5783606512482
858162,control,story,2894644342819
958949,professional,low,8478076099391
132680,dark,hope,2585756789388
775570,democratic,modern,1525956038142
410048,as,anything,3319342213983
961862,pay,down,1704205344314
187260,color,happen,6895045994136
35663,difference,bar,5278490575578
783282,question,upon,3170265890215
197522,girl,water,6162652332912
878728,require,attack,897834308995
596455,culture,artist,5013777779014
698412,seem,organization,7167240869873
205450,audience,within,1779616874203
464217,safe,ahead,3117495639760
