cuit,ActividadPrincipal,tipo
9088398180412,"Exhibitions officer, museum/gallery",SA
7979749752525,Theatre director,SRL
6225551379803,"Pharmacist, community",SA
6664612855918,Herpetologist,SRL
522144121899,Seismic interpreter,SA
5360230366811,Health visitor,SRL
3093720904410,Production engineer,SRL
5069852686383,"Engineer, energy",SRL
1597525126177,Charity fundraiser,SAS
1381876842670,Camera operator,SA
3708681501050,"Scientist, biomedical",SA
5818333319017,Human resources officer,SAS
7135522281522,Graphic designer,SAS
5902119058096,Health physicist,SRL
6330421913831,Environmental education officer,SAS
2093403818773,Prison officer,SA
156038535423,Education administrator,SRL
4235841628024,"Surveyor, commercial/residential",SRL
2758694008568,Museum education officer,SRL
3236084331280,Contractor,SRL
3790458532307,Forensic scientist,SAS
593543761646,"Surveyor, building control",SAS
576104220476,"Engineer, maintenance (IT)",SA
4668063108809,Broadcast presenter,SA
7111390223449,Lexicographer,SA
6638271230588,"Teacher, special educational needs",SA
9293813072938,Chief Financial Officer,SRL
9536510170389,Pension scheme manager,SAS
3807151159549,"Scientist, research (maths)",SAS
3339442981947,Commercial/residential surveyor,SAS
9539158269039,Television floor manager,SRL
7826441829572,IT sales professional,SRL
4741099610850,Pharmacologist,SA
5881094686445,Retail buyer,SRL
1478108507197,"Conservation officer, nature",SRL
8503985372353,Volunteer coordinator,SAS
9398655986971,"Runner, broadcasting/film/video",SA
8420565994950,Commissioning editor,SAS
9826692013773,Water engineer,SAS
8999819504744,"Editor, film/video",SRL
6144824380792,"Surveyor, insurance",SAS
7431876343483,Education administrator,SRL
3635056519467,Ophthalmologist,SAS
7998702182897,Environmental education officer,SAS
3460635868632,Pharmacologist,SA
3802753130090,"Teacher, early years/pre",SA
1176474826122,"Surveyor, building",SRL
4609998552638,Retail manager,SA
8688919881253,Structural engineer,SAS
423080100918,Financial risk analyst,SA
1429550585006,Magazine features editor,SRL
1341027293633,Recruitment consultant,SA
730212164128,Ecologist,SRL
2159473453329,Neurosurgeon,SA
5653530337046,Legal secretary,SAS
292748038700,Haematologist,SAS
8433447659991,"Designer, exhibition/display",SA
3513993023944,Chartered management accountant,SRL
7759627480876,Editorial assistant,SAS
9862814224308,"Therapist, sports",SA
7436890932831,"Engineer, electrical",SAS
1315375435092,Haematologist,SAS
2312100607204,"Designer, textile",SRL
9898850248086,Emergency planning/management officer,SAS
437274304404,Camera operator,SA
4760954375156,Network engineer,SA
4625470381742,Artist,SRL
6596600416390,"Loss adjuster, chartered",SAS
7664984137480,Government social research officer,SA
2787887212162,Housing manager/officer,SAS
5981830897147,Chemical engineer,SA
5679045732674,Patent attorney,SRL
4473674480138,Amenity horticulturist,SAS
9482544854388,"Engineer, chemical",SAS
277500813917,Television floor manager,SAS
1478108507197,English as a foreign language teacher,SRL
5256776783095,Public relations officer,SRL
2266494358899,Farm manager,SA
4989449137912,Medical illustrator,SA
92776515137,Applications developer,SRL
9928861080674,Toxicologist,SA
5676905394823,"Nurse, children's",SA
8101054583598,Special effects artist,SA
6655029284309,"Nurse, mental health",SA
6685893678286,Financial trader,SA
3897296554884,"Accountant, chartered management",SA
4592246261100,Geophysical data processor,SRL
2394846658742,Occupational hygienist,SRL
9026852696253,Illustrator,SAS
2001512479964,Financial controller,SAS
3140625901182,Ophthalmologist,SAS
1259854452300,Environmental consultant,SRL
3368936223635,"Engineer, building services",SAS
253835388462,Site engineer,SRL
8130403259976,Stage manager,SAS
5032700585255,Advice worker,SRL
4257574038325,"Therapist, nutritional",SAS
3894972585528,"Teacher, secondary school",SA
9998606970136,Haematologist,SAS
3091572281113,Contracting civil engineer,SAS
1031443705569,"Engineer, biomedical",SAS
8910823930046,Tourism officer,SA
1349224664522,Community development worker,SA
5263666145280,"Engineer, site",SAS
7871875040670,Town planner,SRL
9215657589259,"Social research officer, government",SA
3035201274145,"Engineer, site",SA
5031993558785,Museum/gallery curator,SRL
7514400348753,Marketing executive,SAS
8688527688215,Broadcast journalist,SA
7142441111234,Mining engineer,SA
2359921332460,Landscape architect,SRL
3388302424689,"Editor, magazine features",SRL
5770106514238,Medical secretary,SAS
8243429318966,"Engineer, electrical",SA
8954964981699,"Engineer, communications",SAS
9747183512005,"Engineer, chemical",SRL
1356922643743,Emergency planning/management officer,SA
4489897187202,"Engineer, water",SAS
6649289726965,Biomedical engineer,SAS
4099700977035,Teaching laboratory technician,SRL
3002971311452,Industrial/product designer,SAS
3392405852323,"Psychologist, clinical",SRL
8778539202894,Computer games developer,SAS
3323641466159,"Engineer, water",SRL
8279863169596,Land,SA
3489223286444,Multimedia programmer,SRL
3486379461508,Industrial buyer,SA
172773126942,"Surveyor, minerals",SRL
1972784923852,"Psychologist, educational",SA
1495826242669,"Librarian, public",SAS
423080100918,Dance movement psychotherapist,SRL
9707050602081,"Scientist, research (life sciences)",SAS
7932354254486,"Nurse, learning disability",SAS
7021315523401,Production manager,SA
188761703464,Marine scientist,SRL
6707196076411,"Engineer, energy",SA
1812360858830,Diagnostic radiographer,SRL
5091813746219,Agricultural consultant,SAS
1352460942413,Cabin crew,SAS
7841708341341,"Scientist, biomedical",SRL
4723721649057,Geophysical data processor,SA
1936509696290,Risk manager,SAS
5614330485038,Artist,SA
9830850461239,"Producer, radio",SRL
6256788806217,International aid/development worker,SRL
7200801170860,Insurance account manager,SRL
5350194436987,Interpreter,SAS
7596772500363,"Surveyor, rural practice",SA
5101602294383,Risk analyst,SRL
7323340384969,Community arts worker,SA
4770375983657,Further education lecturer,SA
1614215010509,Software engineer,SRL
1176083225610,"Scientist, clinical (histocompatibility and immunogenetics)",SRL
3901970596977,Aeronautical engineer,SAS
3742250580509,Environmental education officer,SAS
778018868868,Phytotherapist,SRL
5229513716541,"Secretary, company",SRL
4966080023311,Market researcher,SAS
4882459336967,Radio broadcast assistant,SA
3593563527863,Equities trader,SRL
5647141120479,Water quality scientist,SAS
192828706203,Regulatory affairs officer,SRL
3535401711165,IT technical support officer,SAS
9513503149207,Network engineer,SRL
7642551260520,Animator,SRL
6302405507670,Chief of Staff,SA
5498251180640,Comptroller,SAS
2409208578397,Community education officer,SAS
5928800159377,Lawyer,SAS
2618689700446,Arts administrator,SA
2626969223618,Drilling engineer,SAS
1829389046588,"Doctor, general practice",SRL
5586947158736,Energy manager,SA
6441815112089,"Therapist, music",SA
7339836821428,Network engineer,SAS
6811397857132,Health promotion specialist,SRL
6731200128390,Geographical information systems officer,SA
877654047928,Contracting civil engineer,SRL
6891645502873,Museum/gallery curator,SA
9620157386299,Early years teacher,SRL
4243326282310,Barrister,SRL
2309592140346,Engineering geologist,SAS
7946454569811,"Engineer, broadcasting (operations)",SRL
2922442624881,"Production assistant, radio",SRL
1930942693977,"Therapist, speech and language",SAS
567037901799,Call centre manager,SRL
1456576572250,Health service manager,SA
7841916887015,Estate manager/land agent,SRL
8340828392967,"Administrator, education",SRL
1625358164985,Agricultural engineer,SA
6759041883621,Aid worker,SAS
9199410084962,Equities trader,SAS
4147582576556,Computer games developer,SAS
3723468730117,Radiation protection practitioner,SRL
6198654043864,Optometrist,SA
3453896717251,Quarry manager,SRL
4170098680391,Planning and development surveyor,SA
8382963791006,Food technologist,SAS
296168800199,"Engineer, drilling",SAS
5746937313474,"Librarian, academic",SA
7497735177246,"Therapist, horticultural",SAS
9118010486903,Broadcast journalist,SRL
9479053184708,Communications engineer,SRL
2367640120415,"Designer, fashion/clothing",SRL
4087153104860,Chemical engineer,SAS
7688576075179,Systems analyst,SRL
1723524340852,Merchant navy officer,SA
3622063303991,Visual merchandiser,SA
6520829537637,"Production assistant, television",SAS
5683350188278,Lobbyist,SRL
4877320377227,Interpreter,SA
9677528433316,"Designer, furniture",SRL
7110389273124,Health and safety inspector,SRL
3319838760969,Geophysicist/field seismologist,SA
5330191545005,Illustrator,SRL
2245721558371,Engineering geologist,SA
6815560143357,Aid worker,SA
3157157251312,"Psychologist, occupational",SRL
8081351533991,"Investment banker, corporate",SAS
2791772711303,Television/film/video producer,SA
3343160222224,"Designer, textile",SAS
3397312553865,"Education officer, environmental",SRL
296717481667,Legal executive,SA
3241970350450,Environmental manager,SAS
2167719322970,"Designer, textile",SRL
9335396340977,"Librarian, public",SAS
1445606430277,"Research officer, government",SRL
6448082779695,"Designer, exhibition/display",SAS
2497154594956,"Secretary, company",SAS
7879220305983,Clinical molecular geneticist,SAS
5438985158540,Training and development officer,SAS
4590899881303,"Editor, magazine features",SAS
2726860238349,Archaeologist,SA
8787227230650,"Clinical scientist, histocompatibility and immunogenetics",SA
6843615611616,"Therapist, horticultural",SRL
9236031103173,Medical laboratory scientific officer,SAS
4748582246591,Race relations officer,SA
9786653929114,Broadcast presenter,SAS
7505008269141,Ophthalmologist,SA
5844942244540,Special effects artist,SA
2924105531464,Theatre manager,SRL
3021063255709,Dance movement psychotherapist,SA
8454696000447,Manufacturing engineer,SAS
4227308767299,Commissioning editor,SRL
5509183075248,"Psychologist, occupational",SRL
7990900030096,Automotive engineer,SRL
1730140446850,Fisheries officer,SA
5032112631573,Sports therapist,SRL
7532317362142,Learning disability nurse,SA
7126585504025,Wellsite geologist,SRL
8575680710933,"Engineer, land",SRL
1732079676985,Financial controller,SRL
2372191906310,IT sales professional,SAS
6957943203646,Financial controller,SAS
2291901438166,Exhibition designer,SA
8350051965329,"Administrator, arts",SAS
6308526089277,"Teacher, special educational needs",SRL
1480110719834,Television floor manager,SRL
3471599350554,Medical physicist,SA
2589524007806,"Pilot, airline",SA
3812101382887,Civil Service administrator,SA
3177787254684,Paediatric nurse,SAS
3901741873304,Forensic scientist,SRL
2929285924475,Race relations officer,SAS
7090754100849,Marketing executive,SA
6171610649060,Training and development officer,SRL
4659602703537,Gaffer,SRL
8672483528885,Biomedical engineer,SRL
6097357258928,Research scientist (physical sciences),SA
6175530284602,"Conservation officer, historic buildings",SAS
9231290438936,"Clinical scientist, histocompatibility and immunogenetics",SA
652488835018,Editorial assistant,SRL
9541692604219,Food technologist,SRL
6084951373295,Software engineer,SAS
1722213061601,Physiological scientist,SRL
9623571425937,Art therapist,SA
9403721943137,"Production assistant, television",SA
2714133387880,Drilling engineer,SA
5615204515565,"Engineer, electrical",SAS
5873007513037,Company secretary,SRL
2645319760378,Industrial/product designer,SA
7888705894257,Science writer,SRL
2117816434233,"Scientist, biomedical",SRL
1344747152448,Forensic scientist,SAS
8301278704906,"Engineer, energy",SA
4845154711102,"Teacher, adult education",SAS
121479018596,Scientific laboratory technician,SA
1363851742040,General practice doctor,SA
9620484843220,Chief Strategy Officer,SRL
5074424059613,Market researcher,SA
7033007168867,"Psychologist, forensic",SAS
101772170031,Clinical biochemist,SAS
6217461013182,Building services engineer,SA
8704112335490,Legal executive,SA
1448657694580,Media buyer,SA
4043829656967,"Designer, blown glass/stained glass",SAS
8531118783250,Marketing executive,SAS
3541893658587,Information systems manager,SRL
3479359526934,Plant breeder/geneticist,SRL
7661848969384,Insurance broker,SA
5543382013447,"Psychotherapist, dance movement",SRL
3705996995791,"Conservator, museum/gallery",SAS
2217187589262,Quarry manager,SAS
2969703934830,Geographical information systems officer,SA
762573819530,Event organiser,SA
8950445654474,"Research officer, trade union",SRL
8826287046067,Operational researcher,SRL
6818084711142,Planning and development surveyor,SRL
8484016809291,Archivist,SA
1318720910577,"Psychologist, occupational",SAS
8322142436024,Economist,SRL
9048699660807,Museum education officer,SRL
765793765238,"Therapist, art",SA
5251721615669,Technical author,SRL
531203069972,"Biochemist, clinical",SAS
9282133939038,Senior tax professional/tax inspector,SAS
2744161761422,Trade mark attorney,SA
9262692316779,Equality and diversity officer,SAS
3674785975732,Geographical information systems officer,SAS
9243584474366,"Programme researcher, broadcasting/film/video",SA
800915889059,"Development worker, community",SAS
