idtitulo,nivel,nombre
494,population,weight
95095,time,news
4952,poor,they
95803,religious,everybody
84840,out,oil
20586,in,foreign
44167,because,region
60874,sing,while
29102,training,speak
37552,throw,next
19529,fast,wall
82793,measure,resource
92766,administration,summer
38515,middle,us
60923,such,way
32818,yes,throw
14505,western,American
75850,feeling,seek
83029,bank,number
92982,TV,particularly
5257,wall,leave
27209,market,not
24669,current,why
83192,trial,among
84654,account,yes
68955,Republican,agreement
15497,instead,stop
74047,imagine,design
35430,build,guy
95216,thousand,reflect
95501,political,record
50433,we,again
90619,food,like
55748,help,boy
77387,rise,teach
98524,place,very
29554,would,stock
43483,memory,key
40814,ok,environment
96455,Mr,actually
92572,fact,Mrs
5779,young,particularly
30566,why,cut
46249,challenge,everything
9708,buy,bit
18602,the,anyone
74131,arm,return
7244,factor,four
18691,win,short
18226,gas,will
91479,pay,we
66408,successful,peace
29994,resource,system
72307,prevent,capital
15683,machine,century
28507,action,perform
1646,ask,good
28818,great,few
4466,seek,quite
40178,and,drop
99548,nature,music
37496,majority,brother
5450,leader,memory
4362,interview,forward
96712,brother,itself
58371,agree,author
61962,food,think
24570,check,decision
83441,reveal,true
11242,industry,though
31872,stay,choice
25236,lawyer,house
84983,how,source
13361,nation,say
72717,very,only
66122,than,power
74102,production,majority
62885,development,former
50950,debate,evidence
3975,area,if
43763,social,top
83909,art,sort
65846,now,line
48908,lawyer,size
75567,thank,course
92685,possible,already
74438,same,feel
95958,recent,call
19016,imagine,walk
73109,risk,everything
93521,girl,safe
73474,sit,network
82600,back,food
40117,allow,so
93679,speech,scientist
18273,tend,top
71835,want,few
11577,important,by
96517,western,push
12544,receive,great
62469,product,how
90179,over,full
99945,happy,heavy
51589,despite,expert
28649,tell,personal
13397,detail,garden
99125,music,view
21224,capital,story
59066,value,call
61203,trouble,performance
73034,sound,performance
28109,speak,administration
76128,to,interest
8689,off,adult
31232,along,deep
15893,raise,quickly
5409,see,meeting
6295,indeed,attention
88124,fast,seat
58642,tough,any
5429,usually,morning
90889,term,religious
17371,enough,really
60023,while,number
74060,member,with
98808,all,together
51347,year,well
25748,act,we
28182,lay,table
82466,together,listen
85729,any,feel
27889,fine,of
71251,commercial,health
50244,reveal,race
35696,build,area
77080,hour,all
13168,allow,page
25474,military,very
65630,according,radio
4916,throughout,air
69855,because,any
71325,he,summer
4257,occur,employee
96193,before,letter
12264,say,each
28052,police,effort
48021,require,sense
67111,nothing,I
5878,police,affect
80985,reduce,law
474,identify,adult
82809,discuss,box
13651,building,area
18977,sense,draw
63873,race,scientist
64933,stand,common
29477,trial,understand
61064,citizen,American
89160,form,effect
57219,never,billion
87154,network,nature
28142,push,court
6936,eight,major
95624,stage,throughout
12370,base,local
48507,ago,significant
20474,nearly,charge
82017,fast,general
34371,feeling,try
56413,general,until
22279,improve,third
38643,little,thing
80365,cover,artist
39202,throughout,seek
95503,I,billion
4715,suffer,town
51334,send,feeling
31841,deal,space
38483,kitchen,I
2909,strong,exactly
52912,western,design
16219,main,cultural
77574,shoulder,actually
76025,and,management
98336,base,education
72184,contain,main
38557,another,traditional
46349,gas,relationship
60055,determine,painting
40783,long,company
79592,kind,little
65986,under,who
47613,around,among
48276,four,pattern
86510,attack,increase
62084,Congress,owner
97429,instead,when
39500,analysis,think
42389,what,may
31187,or,small
23031,behind,ten
43828,lay,size
12770,red,my
49105,court,then
8611,understand,former
29802,against,of
19930,over,threat
89051,board,senior
96671,customer,appear
85594,bed,man
42912,almost,record
60867,to,television
5729,candidate,skill
83801,option,fish
60588,exactly,can
44651,whether,opportunity
80239,involve,stock
48903,affect,argue
53511,on,poor
92580,let,evening
61610,decision,modern
15682,worry,college
47328,discussion,mind
7100,full,all
89659,knowledge,far
74176,event,seem
32143,within,catch
87093,son,measure
27796,between,government
67937,trade,occur
60061,also,kitchen
31920,between,option
47062,hot,around
20681,sign,southern
96650,social,nearly
53954,hope,its
37316,author,sort
97200,capital,property
37355,Congress,ball
86247,board,employee
50588,evening,information
32689,interesting,second
22500,themselves,line
4568,leave,name
48758,decide,religious
87054,decision,here
39888,type,politics
20170,medical,outside
22036,clearly,me
16101,politics,than
40466,likely,set
35763,beyond,concern
88880,quickly,national
78525,agreement,tonight
56517,really,by
3722,although,exist
94062,item,clearly
70886,shoulder,benefit
70644,radio,factor
33647,interest,significant
60572,here,where
62831,me,change
55496,lay,cost
3901,bag,process
34878,wish,summer
56629,network,bed
28356,company,door
39627,believe,country
67747,thus,cover
24274,anyone,husband
32251,political,culture
99821,only,staff
54332,attack,American
31615,challenge,really
49631,gun,perform
63753,fall,year
34616,within,have
32944,day,check
36040,public,authority
7855,experience,blood
33947,issue,several
69101,station,add
55126,main,training
96925,environment,money
26305,since,of
97504,modern,song
26770,art,central
14064,weight,never
38329,down,citizen
99274,seek,peace
22360,new,identify
80237,image,back
98367,sell,market
2354,country,sit
81262,open,least
47375,follow,until
87540,check,result
30460,responsibility,listen
9473,in,specific
20822,fly,him
27276,for,day
5581,everyone,off
46924,whom,risk
49212,sound,just
31159,form,up
22212,trial,interesting
303,real,parent
75441,particular,everybody
90773,government,sea
80017,manager,miss
64440,daughter,them
79123,like,heart
38207,edge,court
88819,identify,try
54561,response,upon
78805,somebody,woman
7551,event,beat
20466,concern,certainly
94190,admit,land
99454,situation,station
49687,including,dream
52926,decide,hotel
62224,he,understand
56133,friend,case
93260,sport,play
24281,participant,around
97883,stay,capital
23155,individual,bring
78083,level,quite
31134,pressure,likely
35656,rest,almost
49562,course,mission
15200,state,itself
80482,right,green
54876,still,top
82764,professional,because
45470,population,cell
58738,road,radio
71953,data,practice
16521,tonight,professional
76565,everybody,more
73739,town,analysis
83324,partner,opportunity
48397,performance,nor
47125,enter,test
7309,play,develop
49435,language,population
39030,report,manager
34905,imagine,staff
52908,catch,thus
52199,technology,state
98992,assume,machine
11461,that,business
15260,left,open
18784,similar,between
32297,book,series
63316,over,near
17607,play,star
15359,develop,would
44244,administration,board
75196,church,go
75127,believe,cell
90936,fund,professor
74523,religious,prevent
38062,main,unit
56611,sister,factor
9575,although,become
86128,watch,seem
18199,fly,party
62141,less,two
98383,gun,consider
1671,sell,what
27533,event,ever
29250,executive,way
19983,challenge,in
78210,through,weight
15914,plant,test
30048,paper,suddenly
50546,floor,red
91682,our,investment
23833,old,finish
97744,speak,apply
72949,nor,look
42579,factor,model
87568,officer,determine
74426,share,Mr
79901,practice,exactly
90040,floor,radio
96038,measure,time
28288,box,like
62997,woman,design
8209,interesting,discuss
52093,research,tell
20130,set,which
35368,television,through
23324,suddenly,real
72194,after,piece
11653,nearly,reflect
34762,environment,need
91424,operation,him
61148,official,region
86602,care,method
49002,quickly,design
19647,big,away
20050,last,drop
396,suddenly,top
86528,miss,civil
99733,carry,sort
98631,leader,Republican
98106,million,view
2946,fill,expert
11696,a,check
10825,painting,card
97632,expect,eight
2473,little,war
65957,go,whole
94473,itself,if
22699,present,least
8956,assume,phone
97068,partner,series
83292,firm,success
16876,to,some
29959,statement,still
1831,product,carry
30009,behind,prevent
42408,various,yard
50270,report,ready
75630,day,official
87620,still,home
55605,gun,participant
83688,wonder,even
26244,hear,physical
31998,speak,difficult
18629,research,couple
17940,take,religious
79704,break,car
56837,tonight,put
2629,early,model
91667,his,lay
21497,from,do
2776,his,voice
51290,any,again
17226,walk,trade
34914,man,system
79852,score,talk
39381,more,hope
45786,someone,might
73663,section,note
27790,walk,research
87426,risk,financial
75040,song,reflect
32535,same,mention
25821,attorney,daughter
19043,color,amount
71868,or,include
83449,stop,story
90213,clearly,daughter
316,item,under
7091,himself,however
29701,management,three
88992,after,player
97730,threat,around
47384,voice,involve
16267,order,family
9847,hundred,help
32663,anything,generation
33166,door,movement
62140,year,administration
33801,foreign,hard
7323,research,message
70654,second,occur
85247,TV,admit
56115,knowledge,thought
87141,ten,good
92489,allow,area
33783,all,sport
84350,agent,gas
35462,local,kind
6838,ago,person
13181,those,style
40352,top,less
47511,could,choose
3821,wind,particularly
37472,would,the
41173,media,fall
15593,assume,collection
9895,father,result
93974,bag,position
17676,beat,issue
58067,garden,education
66045,social,camera
68381,worry,Democrat
42266,American,player
15319,study,out
77437,kid,important
31182,as,marriage
69657,may,view
72908,question,week
66934,offer,fire
60133,life,benefit
1892,improve,likely
99975,everything,that
2575,wall,last
93659,goal,alone
52487,together,wind
28960,fast,difficult
55667,page,use
45180,future,bill
98632,ahead,value
84258,push,shoulder
9972,partner,staff
95790,keep,artist
80412,girl,loss
59617,present,accept
79683,Democrat,keep
77326,coach,simple
73086,figure,school
58490,visit,size
11178,natural,senior
92614,several,enjoy
90600,product,pull
70106,hold,church
86847,choice,food
98788,clear,know
73544,moment,much
68441,before,attention
52735,American,defense
79268,know,tend
9190,past,clearly
70300,until,turn
24433,recently,beat
31229,statement,statement
8545,share,on
47161,son,dinner
28568,issue,response
80426,trial,how
31537,surface,ability
53535,after,wear
83771,look,memory
5280,beat,at
10915,door,yeah
32087,behavior,strategy
49027,car,find
24873,speak,heart
39768,upon,material
63077,public,first
73349,present,cold
35772,scene,newspaper
88875,our,room
80138,beat,onto
33872,standard,consider
72944,near,fire
61984,white,bad
12719,light,kitchen
33382,drug,far
93538,ask,many
6043,former,church
41198,age,leader
13413,our,debate
79282,must,later
63706,gun,risk
56038,from,my
58709,discussion,open
63834,article,direction
87044,information,together
96324,fine,indicate
50550,my,behavior
43079,example,marriage
56211,able,wear
33348,so,speech
34448,business,dinner
23067,manage,operation
95128,himself,one
48075,world,seven
90508,reach,go
31566,local,their
7553,enough,try
66005,call,office
