curso_Conf,legajo,desde,hasta
especially,77856350,2016-04-08,2022-06-01
arm,51342205,1970-05-23,1992-02-29
defense,78133665,1987-09-01,2006-02-14
wonder,93333805,1993-12-24,2001-05-10
himself,67076144,1984-08-12,1988-02-01
those,22036536,1985-01-07,1985-05-09
why,45955457,1979-12-27,2023-09-19
area,85327491,1986-08-23,2010-05-09
perhaps,12454459,2013-09-17,2020-04-04
international,46501858,1993-12-28,2018-11-25
hope,17063628,1971-01-01,1983-11-06
generation,62620165,2021-10-24,2022-01-26
officer,1206071,1985-11-09,1995-10-14
reduce,67230503,1979-02-22,1997-10-29
response,37075951,2012-06-27,2013-01-30
consider,11975117,2012-11-14,2018-03-10
baby,97373377,1978-02-27,2023-06-29
learn,96337795,2017-10-20,2024-03-30
trade,42531436,1997-12-06,2004-01-28
purpose,27201444,2011-07-27,2015-07-12
score,68259031,1986-03-22,1997-12-14
staff,26538155,1977-12-22,2002-01-08
stage,24876304,2015-04-08,2015-06-26
pass,29288436,1983-08-09,1999-10-23
wonder,89339242,1982-06-11,2003-08-10
operation,97429526,2015-01-09,2018-08-29
either,35409738,2008-02-11,2021-01-10
edge,97708227,1997-11-01,1998-09-13
whatever,37548631,1979-06-06,2011-08-20
recently,3240058,1984-02-18,2022-01-07
sort,88577457,1984-02-17,1998-04-27
have,87918356,1987-11-05,1988-11-29
action,92214206,1983-04-11,1983-10-30
oil,590817,1997-01-09,2005-03-21
decision,40678285,1987-10-03,2017-04-03
address,15276649,1971-11-07,2022-09-11
beat,24063061,2008-10-16,2014-04-26
rock,15625307,1990-04-30,1993-08-15
area,21811664,1988-05-24,2020-05-05
store,84409628,2001-01-12,2016-08-13
above,30713371,1986-11-10,2009-03-30
those,6034897,2011-08-10,2019-01-12
school,61320920,2014-08-07,2020-02-23
away,18454500,1998-02-10,1998-12-26
truth,90536428,1991-01-21,2005-07-20
allow,37994137,2018-07-28,2019-11-16
will,4297288,1971-12-09,2005-04-17
focus,99435741,1983-01-06,1990-10-26
million,77326345,1983-05-20,2019-04-16
century,66119845,1989-03-08,2000-03-22
here,48170789,1992-02-15,2010-06-10
central,49301991,2017-09-14,2018-12-21
image,84613319,2000-12-07,2007-03-18
trade,96749735,1994-02-21,2013-01-30
nor,82122510,2009-04-22,2017-06-06
reality,92667620,1978-06-23,2008-04-16
player,72946670,2021-06-16,2023-08-26
product,27810296,1973-07-24,1976-10-02
to,33263194,1992-04-04,2003-08-07
from,57049177,2017-01-11,2024-05-04
share,59388788,2012-11-13,2013-07-02
street,5359745,1974-11-18,1993-05-28
one,60024542,2017-10-07,2024-02-11
trial,24996334,1990-04-15,1999-01-12
style,44878627,2017-11-15,2022-06-19
single,40119518,2009-05-03,2018-01-12
street,59063027,2003-02-06,2003-12-10
give,54032635,1971-03-28,2020-03-30
approach,32365823,1991-06-15,2006-08-22
same,60697111,2015-02-06,2020-08-09
sort,43079729,1997-05-09,2023-09-27
ball,13994197,2001-09-20,2017-05-22
history,15516186,1991-10-05,1998-04-30
kitchen,47870774,2022-02-12,2023-06-24
there,60275171,2015-10-20,2015-11-24
PM,26141667,1980-11-22,2011-03-18
learn,8117209,2014-06-15,2014-10-05
military,25002206,1990-09-01,2023-02-12
safe,69216545,1989-07-04,2021-10-14
image,65291307,2020-03-11,2024-05-24
economic,59561788,2013-08-08,2014-07-18
its,62645098,2023-10-21,2024-02-14
in,32442033,2020-11-19,2021-12-07
eight,68477571,1994-09-25,2003-06-26
or,98193492,2007-03-15,2022-06-10
officer,39498966,2016-11-11,2019-05-12
school,93150926,2003-05-02,2007-03-18
measure,28963390,2020-10-31,2021-03-12
ask,57883080,2000-08-22,2004-03-14
field,77045003,2013-11-20,2017-08-27
government,54674774,1982-10-13,2017-10-05
up,7125474,1989-05-28,1992-04-24
movement,22290174,2000-08-29,2001-10-27
so,96441593,1991-03-20,2005-04-30
alone,29469368,2018-02-27,2024-03-15
because,50494752,1988-01-03,2003-01-15
order,46387135,2018-12-15,2019-09-15
score,58495920,1984-01-25,1994-07-12
stock,85687501,1989-07-10,1992-11-07
health,44607299,2019-09-10,2020-01-01
drive,13227298,2009-11-07,2022-09-08
talk,78339947,2005-08-27,2024-04-11
public,68054070,2016-07-04,2022-09-07
best,87855805,2005-07-19,2017-09-15
involve,5799809,1987-08-10,2000-02-27
window,76741399,1981-06-17,2011-07-27
oil,29228584,2009-05-24,2013-03-03
difference,80041062,1983-04-12,2023-12-21
sign,62866028,1991-06-23,2013-08-31
long,16224369,1973-01-28,1981-05-20
work,77856465,2001-08-07,2022-05-20
early,91735924,2013-10-07,2013-10-13
find,68142865,1987-08-08,2001-11-04
yes,1240924,1979-06-04,1988-11-02
century,84849467,2003-12-26,2010-07-31
require,26077527,1988-09-18,2019-06-20
coach,59305700,1997-10-17,2014-03-26
floor,43187871,1994-03-10,2004-02-23
we,6884989,2016-10-07,2017-02-26
course,40359858,1972-07-24,1997-11-23
blood,36748110,2014-08-19,2024-03-21
opportunity,29313427,2014-07-05,2022-06-07
painting,63094528,2014-08-09,2017-07-20
water,54728183,2012-10-09,2014-05-26
doctor,77808736,1999-03-06,2022-10-23
although,56049008,1983-11-13,1988-01-19
eight,59178418,2004-01-14,2020-10-03
pick,87363365,1989-06-23,1995-05-20
newspaper,30455857,2024-01-23,2024-04-23
sign,38149671,2024-05-11,2024-06-17
nearly,43594959,1993-01-04,2010-10-15
without,18054038,2001-02-15,2020-08-13
light,77284482,2006-10-10,2008-08-21
parent,99200510,1992-08-26,2011-10-02
medical,62299259,1975-03-17,2012-06-04
president,23330087,1989-07-15,2022-06-29
Mrs,36216722,2000-06-01,2018-07-14
agent,21949747,1989-04-08,2012-07-17
at,3609929,1995-12-05,2018-09-02
save,70287920,2002-03-02,2003-03-01
goal,54870278,2000-05-07,2002-07-11
have,45110751,1977-08-02,1989-10-01
knowledge,75719463,2014-08-02,2017-03-08
book,75587380,1982-07-06,1985-02-08
smile,67826362,2006-08-02,2024-06-24
level,10494760,2003-11-25,2018-06-01
degree,25445066,1978-05-12,2010-01-07
whom,66566081,1978-09-02,2013-06-15
none,75310100,2005-05-17,2020-09-15
general,73651606,2002-06-04,2014-10-18
order,82802495,1982-05-10,1986-06-03
economy,32039089,2007-11-30,2019-06-18
write,45135113,1999-03-26,2019-03-14
star,89593553,2012-10-07,2024-07-06
she,35795510,1973-11-09,1980-03-24
current,65782366,1997-05-22,2011-08-27
she,47210584,1975-01-23,2023-03-06
back,65370511,1999-06-05,2003-04-11
range,97842812,2003-04-08,2012-12-17
left,10912986,2002-02-27,2017-10-04
federal,82096506,1996-10-26,1997-05-22
base,56743952,1996-08-15,2010-02-09
if,26239115,1996-02-16,2005-08-31
always,34119268,1990-09-06,1999-06-26
environment,63324154,2024-04-05,2024-05-17
avoid,21160462,1989-01-23,1997-06-23
activity,44977469,1982-02-14,2023-04-24
daughter,52032852,2006-07-09,2021-12-05
travel,4980025,1991-02-21,2023-09-22
suggest,17526212,1985-07-31,1996-08-22
their,80193619,2005-10-30,2008-06-08
marriage,66657271,1976-01-22,2016-06-23
professional,64299373,1999-11-28,2011-02-06
close,38590446,1984-10-20,2018-11-25
chance,19934323,2011-08-31,2017-08-10
necessary,92442221,1998-03-19,2010-06-06
cell,18395616,2023-03-08,2023-05-08
market,98052224,2014-04-05,2016-03-17
ok,61915335,1993-02-10,1999-04-11
health,73945173,2001-11-28,2023-03-05
good,95455319,2015-12-15,2017-02-03
positive,8964178,1981-08-16,2003-03-13
type,79313925,2001-11-20,2016-03-28
degree,24492027,1980-09-23,2019-11-17
run,68106309,2017-03-18,2022-10-04
interest,20665496,1973-03-05,1990-08-25
challenge,64866430,2010-06-17,2018-05-06
wear,96477028,2006-09-03,2019-11-06
trade,19936397,2010-03-12,2010-08-13
check,34214549,1992-07-08,2001-05-27
today,60776018,1983-04-29,2015-11-21
soon,50969171,1978-02-05,1980-03-15
firm,47194491,2007-02-21,2019-03-05
whether,53585903,1996-01-23,1997-01-10
coach,43908856,2020-10-12,2024-05-20
nearly,17801468,1977-12-03,1996-03-15
plant,11729194,1994-12-10,2010-04-05
science,6988958,2002-02-07,2004-02-15
institution,86306348,1999-02-16,2015-07-21
simply,99473792,2005-10-28,2024-04-14
difficult,56226588,1971-10-21,2001-08-24
identify,41860404,1999-08-28,2019-12-04
get,84535699,2006-10-28,2015-09-04
surface,90972898,2019-03-22,2021-08-22
economic,48119345,1985-01-02,2022-01-24
happen,3749820,2023-01-24,2023-04-27
write,28776889,1977-02-19,2017-11-16
expert,3024745,1995-03-24,2004-09-10
fill,5619440,2019-05-16,2021-07-05
describe,87198835,2023-08-08,2024-02-13
time,96174055,1988-06-02,1990-10-26
last,62926708,2019-09-08,2021-05-19
break,55508227,1996-12-01,2015-12-24
affect,81143700,1994-03-17,1996-07-28
quite,40888225,2012-11-23,2023-04-08
on,1022608,2006-11-01,2024-05-05
responsibility,70752635,1983-07-04,2002-05-10
necessary,4246581,2008-02-11,2012-07-20
in,81477553,2013-03-26,2019-08-14
I,30019465,1981-05-16,1986-02-22
financial,85147292,1982-06-29,2018-11-04
enough,20324695,2005-02-28,2021-12-16
dark,83337705,1985-07-06,2007-06-30
couple,33865928,1975-11-14,1993-07-01
close,81127761,1976-05-12,1994-11-01
yeah,69686604,1988-03-13,2011-01-20
factor,60963702,2019-05-07,2022-12-12
design,57661111,1976-07-21,1993-07-05
agent,66956067,1970-07-24,1976-08-26
rich,42542024,1982-07-11,2002-09-14
away,83504768,1992-08-18,1995-08-05
share,40817580,2012-03-20,2020-02-13
continue,75959723,1971-04-17,2023-06-27
meet,86066356,2015-01-12,2018-01-27
pull,19479467,2000-02-12,2019-10-01
care,58376830,2001-12-01,2018-03-08
adult,87321435,1984-08-31,1994-11-13
speak,44870274,1994-08-12,1995-12-10
house,29835789,2004-10-20,2020-01-09
few,13443382,2003-10-08,2012-10-31
rock,70340907,1995-03-30,2014-09-12
wish,61366705,2011-06-10,2015-07-28
difficult,50290238,1986-01-05,2008-10-27
manage,50802037,2024-06-05,2024-07-03
little,83090443,2016-07-05,2022-03-23
go,66715972,1997-05-16,2017-08-01
officer,28705617,1974-01-08,1994-10-23
head,16326927,1988-02-16,1990-01-30
enough,94587494,2018-09-09,2022-11-11
on,43066475,1995-02-07,2018-07-10
dinner,46354548,2022-09-07,2023-07-22
indeed,35133498,2020-02-18,2023-06-30
attention,25586355,2022-06-17,2024-05-24
sign,7889137,2004-12-09,2016-09-03
fight,27501447,2002-07-28,2008-03-13
officer,63163991,1987-02-02,1995-09-25
bill,34866560,2002-03-07,2014-01-01
yes,53502197,1982-04-27,2020-06-10
heart,26117985,2009-04-13,2022-08-10
without,99737055,1982-11-16,1996-05-01
tax,76028779,1994-08-01,2017-12-09
old,21813473,1977-03-10,2002-10-02
go,78248681,1978-08-23,1997-03-03
peace,66715668,1986-04-03,2006-04-06
really,72850238,1998-11-08,2013-07-24
spring,78332772,1987-01-31,1997-06-07
share,42355493,1990-09-03,2001-02-05
stock,22748150,2023-08-14,2023-08-14
movie,56001294,1973-07-09,1988-04-17
situation,96675403,2003-05-03,2005-02-05
attorney,68578013,1980-08-11,2003-12-01
theory,99206652,1995-10-26,2019-07-21
realize,93983144,1972-12-28,2012-01-13
time,33917778,1976-08-06,1988-08-29
notice,89812106,1990-06-12,2022-07-30
large,34947286,2000-04-17,2010-09-11
check,48231509,2002-09-04,2009-09-28
put,79088139,2010-05-27,2022-10-14
itself,65158377,1993-12-21,2017-12-22
seek,90780132,1990-08-18,2016-05-29
building,96881299,2016-02-20,2021-03-28
sell,46385749,2023-08-26,2023-09-17
under,76832503,1991-09-29,1997-03-02
another,15073381,1977-05-09,1989-02-01
only,72599515,1994-02-20,1999-03-07
successful,62459981,2004-04-01,2021-08-25
black,98600312,2003-01-28,2021-07-27
professor,49297620,1988-05-23,2019-10-19
development,95636559,1986-02-03,2003-04-24
including,39323781,2020-11-04,2021-10-03
strong,92653147,1972-11-01,1989-07-30
government,79842938,1993-05-10,2009-08-17
interest,44155690,2001-07-09,2004-09-09
sort,98969220,1996-11-11,2012-08-29
way,77645811,2010-06-20,2022-07-15
fact,40299542,2012-12-03,2014-09-25
suffer,6591902,1986-07-16,2023-07-27
situation,25566034,2009-05-14,2012-01-25
traditional,25055198,1997-01-21,2019-10-13
moment,48428582,2021-12-26,2024-01-03
three,11378930,2022-09-27,2023-07-18
soldier,74342103,1996-06-17,2023-07-30
amount,38305409,1985-03-29,1991-03-17
could,88244002,1981-09-13,2010-03-11
whom,97482219,1979-01-04,2021-02-13
teacher,84061271,1985-03-07,2008-11-30
catch,16242777,2022-01-11,2022-08-31
blood,39189786,1983-06-04,2020-06-07
age,90633472,1991-06-12,2019-10-08
area,324014,1990-03-22,2022-05-07
explain,14921376,2015-02-24,2023-05-16
determine,92932856,1975-12-22,2006-06-05
oil,90106606,2023-07-29,2023-12-13
good,43083488,2011-10-26,2013-09-30
turn,98959686,1989-04-10,1991-04-14
during,15653107,1997-09-28,2020-03-23
other,12530201,2000-12-31,2015-02-14
fact,24627867,1999-12-04,2014-06-09
cost,93533383,2015-06-02,2022-10-09
body,39137190,1976-10-22,2012-03-06
usually,25919030,1974-03-14,2000-04-18
country,95850288,2019-06-23,2020-02-06
major,59228880,2017-06-18,2020-04-09
letter,23411083,2007-04-04,2014-03-17
decision,77363232,2013-09-01,2015-10-20
television,59010160,2011-03-08,2017-01-17
close,51664614,2013-08-02,2019-09-26
yeah,18880014,2020-01-26,2022-07-05
power,55752790,1979-10-20,1984-11-23
large,6882569,1998-05-05,2022-02-02
deep,36785337,1981-03-20,2011-12-28
figure,44747567,2022-10-23,2023-04-26
stay,38774581,1995-01-22,1995-01-24
crime,92209459,1978-11-15,2012-08-07
bit,77121311,2009-08-24,2016-09-24
high,72946012,2021-07-20,2024-03-25
girl,61197576,1985-05-17,2022-09-24
ground,25283235,1974-08-10,1986-10-11
pay,54466096,2018-06-04,2023-01-11
off,95089283,1994-02-13,2010-12-09
some,77660376,1983-03-23,1991-06-21
up,72687752,2009-02-04,2016-02-08
interview,94264417,2002-08-10,2024-03-25
risk,21298150,2017-01-07,2017-03-01
little,42656868,1990-08-21,2003-04-06
machine,43155949,1993-09-16,2015-11-21
force,10566964,2007-12-06,2009-07-31
finish,32088574,2021-11-19,2023-06-10
public,2803183,2019-05-25,2023-08-16
everyone,42630727,2014-03-08,2014-11-23
member,26833160,2017-03-14,2022-05-04
land,80782584,2009-10-23,2024-01-21
buy,79641916,1994-01-24,2005-08-15
prove,79614232,1978-11-10,2008-07-02
husband,80776905,1986-04-14,2020-03-14
economy,9404814,2003-04-28,2011-02-17
member,54371457,2007-06-02,2021-07-22
high,28837896,1979-11-07,2021-08-30
enter,56738439,1971-03-10,1974-08-09
capital,53388434,1980-06-10,1990-11-27
hot,83040079,1985-02-05,1986-02-26
may,96469728,1972-12-28,1976-08-20
land,71465316,2007-11-28,2008-01-23
statement,44999976,1972-05-29,1997-07-24
car,39706432,1989-05-15,2007-12-03
foot,87809907,1987-07-04,1993-12-02
low,41871439,2000-08-29,2023-11-20
year,95752050,1983-06-06,2016-08-22
situation,2575534,1973-04-18,1993-07-30
south,82288981,1976-05-18,1991-09-20
side,72107244,1990-07-31,1991-08-21
record,8011423,1985-12-18,2013-01-06
without,34777800,1991-11-01,1993-11-23
weight,30367755,1973-09-24,2004-11-11
line,98291468,1979-11-22,2016-05-21
civil,67538466,2017-11-16,2019-02-15
community,1239431,1983-01-16,1984-11-03
food,78307402,2015-07-18,2017-09-16
care,88003809,1995-12-09,2012-11-03
gas,83441943,2013-05-05,2017-11-27
thing,45563441,1980-10-21,2018-07-23
center,39185231,2000-02-06,2015-02-11
experience,79104506,1978-01-27,1992-09-21
up,435172,1995-11-23,2016-11-11
score,50858260,1993-11-24,2022-10-06
film,76529,1989-08-22,2004-02-24
early,87862557,1995-07-28,2019-05-02
tell,53564717,1975-06-26,1993-07-11
provide,93946512,1978-10-27,1980-12-30
rest,59753861,2002-04-06,2017-09-20
responsibility,73074603,2020-01-20,2022-08-19
something,42555287,2017-07-15,2017-12-19
though,48746598,2012-05-17,2021-11-04
fish,3462617,2007-06-14,2018-12-26
big,90830043,1995-10-04,2013-10-22
policy,26133230,2020-01-27,2022-11-19
town,57655907,1982-10-13,2007-11-20
situation,37407683,2014-08-11,2014-11-06
sign,36174327,2018-04-17,2021-12-28
share,43250906,1993-11-18,2020-10-28
cultural,54570680,2011-07-07,2017-01-22
actually,4490586,1975-07-16,1999-08-21
upon,86102855,2005-04-17,2019-11-06
fact,71922384,1977-10-26,2004-12-11
move,60697111,1973-01-01,1978-01-29
federal,38496508,1981-01-15,2007-04-01
total,82026519,2006-09-02,2022-12-31
value,19428387,1974-04-19,2016-08-20
first,92456268,1970-01-23,2020-08-22
get,50141319,2020-08-07,2024-03-12
character,66809219,2018-01-30,2019-08-09
at,95710077,1989-06-07,1994-07-24
single,11634668,2019-09-24,2023-09-27
long,64006386,2019-04-14,2021-11-23
about,24589413,1975-11-01,2013-05-13
challenge,58614999,1978-02-19,1989-03-29
general,36069226,1992-06-02,2014-01-25
out,71140695,1995-07-20,2019-06-20
decide,39535120,2009-10-26,2018-04-05
guess,46416214,1975-08-14,2006-11-03
agreement,81915224,1997-02-13,1997-12-20
our,59238189,2005-06-21,2012-10-02
raise,77297517,1992-10-04,2014-08-31
think,17269247,1994-10-04,2007-12-14
fact,66556906,1997-10-15,2006-08-06
particularly,91416882,1987-10-18,1995-11-15
cold,52365329,1978-01-15,2020-01-08
all,74407288,2015-10-16,2022-10-31
purpose,59482013,2007-11-25,2022-04-08
resource,1252749,1973-04-24,2000-12-05
station,90205064,2010-02-18,2023-11-18
discuss,10481436,2014-04-29,2017-04-16
ground,35813748,1978-08-07,2007-09-16
pay,17084554,1972-02-10,2017-04-05
far,8676015,1982-06-11,2008-09-08
site,99764103,2006-08-06,2024-02-14
field,52681629,1977-08-31,1987-05-17
ahead,76286686,2002-08-05,2010-03-29
myself,77993190,1994-03-27,1998-12-16
interview,47885525,1987-08-14,2011-05-17
need,57851594,1996-08-16,2013-07-11
local,67333865,1979-08-03,1981-08-18
fall,86329233,2019-09-15,2020-09-22
environmental,58278944,2003-04-19,2013-07-20
on,89644785,2012-03-02,2020-10-28
him,69104980,2023-02-01,2023-04-12
part,4794995,1999-02-25,2016-03-04
address,5123628,2012-11-19,2020-08-10
member,2205404,1985-10-06,2013-01-21
organization,48349356,1981-05-12,1988-12-13
build,79625517,1977-08-12,2000-07-11
employee,13729703,2007-11-11,2011-12-09
campaign,23349670,2001-12-29,2015-12-16
into,98993269,1999-08-31,2001-06-21
learn,7383274,1975-01-29,2012-09-26
catch,72186881,2008-06-10,2024-04-03
employee,52577110,1973-06-27,1999-03-20
perhaps,99592725,2004-08-30,2005-02-04
mean,67755101,2019-11-24,2023-02-06
report,52551483,1987-04-30,1987-09-02
respond,65640536,2013-03-14,2019-04-06
edge,36444331,2021-10-01,2024-06-22
line,90676244,1998-02-11,2018-11-25
huge,53516267,2016-01-18,2019-08-03
should,86613697,2014-01-01,2014-09-19
big,26258710,2007-02-26,2023-08-20
eat,40425715,2007-02-15,2013-07-21
friend,31720659,2005-08-13,2021-09-07
sing,35552927,2019-08-15,2019-09-16
world,25271171,1997-08-28,2012-09-23
shoulder,3137615,2010-01-03,2015-04-24
probably,44462261,2017-01-14,2024-02-07
language,26791461,1970-01-24,2022-01-28
against,3164394,1998-03-29,2020-03-23
reduce,85064658,1973-05-08,2009-11-10
tonight,3654395,2002-05-06,2014-08-06
very,81374126,1995-11-09,2002-02-22
likely,20592534,2008-12-24,2014-09-18
city,13234244,2007-06-24,2023-07-04
chair,20969235,1996-02-18,2010-06-08
information,59659369,1993-05-10,1999-03-04
a,16055030,1976-05-20,1977-10-03
begin,49044424,1985-10-06,1999-06-10
base,61342539,2015-09-16,2017-11-28
heart,81374126,2022-07-18,2022-10-07
Mr,62723761,2012-11-30,2021-07-30
line,80521178,2016-12-31,2022-06-17
news,79928979,1972-05-18,1990-11-03
treat,12716980,2001-04-05,2019-05-20
like,69545986,2008-07-13,2011-07-12
town,30039891,2022-01-12,2022-03-30
single,20084361,2019-11-01,2022-05-16
executive,91147710,2008-01-09,2024-03-04
bill,57827039,1986-11-04,2003-08-23
