cuit,dependencia,unidad_academica
5492165267123,"Roy, Espinoza and Watkins",others
1541334508798,Preston Ltd,arm
1196669554599,Rodriguez-Myers,public
7348227888379,Adams-Perry,big
5054304672662,"Richardson, Buckley and Warren",young
6603089409761,Smith LLC,pay
6969813899616,Morgan-Oliver,young
8251731079404,Beck PLC,director
9831803196022,Oneal-Glenn,know
1988197608617,"Meyer, Evans and Jones",contain
328541563569,Chang Group,show
5418008352370,Prince LLC,key
1828214407877,Waters LLC,federal
1161008219869,Hinton-Pittman,require
3035971036649,"Reese, Chung and English",someone
8719620573151,Jacobson PLC,choose
7672217404529,"Rios, Yoder and Turner",huge
5947755837014,Howell Inc,cause
4365370790146,"Nguyen, Clark and Patterson",deep
3849807415855,"Fowler, Fox and Johnson",body
881279825706,Wade Group,wide
6573545304664,Walker-Tanner,many
8381921044724,Kim-Diaz,manage
3866441283917,"Smith, Fleming and Klein",doctor
6117622922487,Campbell-Moyer,opportunity
5926295907162,Pierce Group,administration
7147822648297,Wu Ltd,health
8452576694356,"Coleman, Robbins and Rivera",economy
3359396613769,Robinson-Dillon,list
2449020125323,Norton-Ferguson,activity
7811443183437,Holmes-Cantu,industry
7730571830792,"Hall, Ford and Horn",two
8246239915567,Pearson-Washington,already
8195881262635,Morton Inc,force
3671168023908,Gonzalez-Randall,civil
8366975230635,"Stone, Malone and Acosta",go
1583566988133,"Cruz, Mcbride and Martin",minute
8867541341617,"Allen, Holder and Jackson",yourself
4843979031168,Love and Sons,candidate
7817870356898,Baker and Sons,then
6293530699474,"Murray, Goodwin and Becker",reflect
5955762030235,Shelton-Hendrix,movement
8938200880781,"Levy, Donaldson and Flowers",wish
8351113547677,Olson Ltd,agree
9112236750222,"Brown, Cox and Sherman",send
7839476392545,"Thompson, Carter and Martinez",performance
9971886681113,"Sherman, Stone and Lee",reveal
5091752633882,Davis-Chapman,stock
1601174952968,Stone-Davis,cell
2391041817385,"Vasquez, Clark and Fisher",machine
457237422237,Silva Inc,short
1530900847201,"Davis, Thompson and Lee",live
1886908038113,Day Inc,goal
2852886399168,Clark Inc,newspaper
9179086350679,Swanson Ltd,standard
7937994186952,Lee-Gonzalez,treatment
2194089405817,Martinez-Marshall,just
3768895372824,Webb-Mitchell,like
7082145740768,"Murray, Powell and Boyle",pattern
551440646479,Carter-Lawson,garden
3825141073279,"Nguyen, Ward and Morgan",above
8388850373355,Stein Inc,collection
4999780316010,Morales Group,allow
5678856496840,"Lopez, Estes and Cooper",outside
9310608137958,Lee Ltd,prepare
7482621731827,"Nunez, King and Brown",need
4103940900468,Brown and Sons,scientist
7995146856483,Brown-Smith,movement
6477551765893,York LLC,cost
1280754722828,Andrade-Newman,everybody
4737574969930,"Gates, Campbell and Ellis",in
2026000395954,Bell-Rodriguez,agency
6358512283931,Lee LLC,practice
7848239493069,"Young, Shaffer and Avery",use
6194081159260,Whitney-Bell,away
9440065846766,Allen-Campos,treatment
6713791923520,Hurst-Garcia,hot
8165045912016,"Stephens, Mclean and Barnett",blue
7508036122973,"Rodriguez, Whitehead and White",war
2031927739335,Rush-Warren,perhaps
6866325917349,"Delgado, Myers and Barnes",attorney
6349003050401,"Mills, Gilbert and Blanchard",over
6439327415720,Miller Group,leader
9190149500868,Lopez PLC,model
8862454716701,Patrick-Wilkins,share
3279305228457,Torres-Arellano,agreement
8693871628014,Hayes-Davidson,authority
886806995136,Brown and Sons,Congress
4196516072377,Rangel-Garcia,factor
6256593876454,"Brown, Garza and Thomas",hand
5262899269161,Hodges PLC,method
3899971295088,Ruiz Group,could
1601143065519,Turner PLC,when
7132400662795,Rios-Bryant,price
8729125580105,"Little, Navarro and Bailey",drop
2516736391425,Nichols Ltd,structure
5366602518378,Thompson LLC,give
296717481667,Singh PLC,this
9593562815258,Martinez-Bowman,large
7046827090775,Christian-Stanley,table
2688387180132,Cox Group,left
7810794481837,Hudson Inc,full
1851047699208,Gray-Mcdonald,pull
598572090313,"Vasquez, Kim and Palmer",herself
2197687750557,"Thomas, Lopez and Hicks",both
7403204155493,"Krueger, Saunders and Miller",idea
6114552024850,"Thompson, Cross and Whitehead",produce
8293047384239,Barr LLC,realize
6989752726827,"Thomas, Schneider and Jackson",why
5165646487797,Marsh Group,group
9051050675571,"Williams, Welch and Harmon",trade
4191389442276,Simmons-Taylor,face
797009238921,"Sanders, Schultz and Russo",me
8360787391683,Hughes-Owens,ask
8438134409477,"Huerta, Wright and Garcia",all
9672973831599,Price-Bennett,set
7031631519863,Gonzalez and Sons,able
2076717140130,"Thomas, Underwood and Vaughn",center
1169286163423,Davis-Miller,story
3274383761718,Gilbert Group,pay
4739108062723,Brooks Ltd,strategy
5229513716541,"Macias, Huerta and Douglas",issue
6407108592894,Colon Ltd,majority
1074980152103,Jimenez Group,spring
5550432025174,"Perkins, Ford and Herring",individual
596041142268,Warren Ltd,see
7520250769311,Fowler-Matthews,spend
4013948166205,Stein PLC,majority
4238756417818,"Williams, Bryan and Todd",blood
2093514846903,Rios-Lambert,throw
3926703048655,Shah and Sons,large
3230799264811,Huffman-Gallegos,information
4362530933656,Howell Inc,human
2089469896260,Gutierrez-Boone,hope
7628141650648,Richardson-Reed,night
9696964680562,Barnes-Smith,somebody
1351762593588,Navarro-Archer,government
8389565266662,"Roberts, Johnson and Martin",life
3187166857347,"Evans, Luna and Castro",need
2627858511848,"Mendoza, Cruz and Welch",reveal
5928395071468,Rivera Group,sea
2949066587675,Mcguire Ltd,whose
9962308961300,Walsh-Mitchell,write
2364185388945,"Pham, Perez and Fitzgerald",decision
2612319684213,"Castillo, Wilson and Mitchell",and
3649804147874,Ali-Johnson,issue
6981765194990,Davis PLC,radio
5380880377626,Brown PLC,research
5565606920300,Ward-Young,moment
7469869033268,Walter PLC,Mr
8690975836499,Jefferson-Vargas,order
4549589956996,"Gutierrez, Wells and Chang",through
852968683708,"York, Lane and Miles",seven
4135564294440,"Horton, Murphy and Watkins",then
7180820814992,Newton-Smith,again
9645096940505,Bryant-Mcintosh,imagine
4183274346215,Thomas LLC,fast
3388691139852,Martinez-Brown,test
1068200213836,Barry-Cook,important
637038572322,Manning-Ortega,president
9467881761291,"Walsh, Bradshaw and Mitchell",until
1552980242264,Schultz-Cruz,without
9005471779778,Williams LLC,cold
842211276025,Marshall-Ramos,radio
2464080114710,Lopez LLC,strong
2668440118536,Garcia-Miller,never
614628776386,"Jordan, Montgomery and Hunt",big
9006583451149,"Price, Walker and Jefferson",you
9648301906268,Smith LLC,you
7132026664563,"Ellis, Gates and Smith",for
8227512099753,Haynes and Sons,action
4615221954849,Rodriguez-Thomas,system
4181615616470,Ortega-Wright,security
1058472057371,Miranda LLC,same
9457216635811,Henderson-Larson,you
404566737116,Zimmerman-Richards,finish
7245143520287,Kim-King,book
2159473453329,Pugh-Clark,difference
1840967303532,"Hoffman, Harris and Tran",close
822315342774,Russo Inc,popular
9962642600417,"Long, Douglas and Garcia",music
545156582838,Rodriguez-Neal,side
925290839595,"Alexander, Frey and Rodriguez",any
3913968137772,Rollins LLC,war
9743200935537,"Ballard, Jones and Fletcher",water
5386239269967,"Nelson, Jones and Barnett",task
9550028223687,"Fitzgerald, Kramer and Higgins",at
4781470951779,Moore-Long,growth
5873007513037,Carpenter-Myers,important
5839917162495,Palmer-Williams,view
511412040656,Thomas-Morton,test
9977225417677,Carpenter Ltd,hair
5132375341232,Ramos-Contreras,focus
8996275439245,Parker-Walker,cut
8012279358282,Mays PLC,worker
816432273805,Peters-Gates,building
5612598879361,Jones PLC,treatment
949170544436,Moore Inc,term
134323722449,Alvarez LLC,whose
5936074791829,Brandt Inc,production
5282884863267,"Stevens, Kidd and Foster",employee
1506089465992,Vincent PLC,drive
7407723716733,Barker Inc,imagine
3634357820822,Lyons-Cook,morning
3040589445465,Wilson Inc,ready
8244296449701,Chang Ltd,be
9512561644961,"Chandler, Jackson and Bradley",side
6959720576129,Rush-Rhodes,popular
7657441095992,Rivera PLC,own
3405973654443,Martin Ltd,movie
5480507816784,Hayden LLC,shake
8263555528735,Hall-Stuart,cultural
4131494301147,Thompson-Young,compare
8973364896744,"Williams, Clayton and Lawson",relate
8769871269889,Gregory and Sons,boy
8718362312911,Lopez Group,important
1265770308710,"Robinson, Ruiz and Campbell",team
3646918534156,Santos and Sons,although
1059636045769,Hernandez-Murray,accept
4484113371588,Sutton-Rodriguez,usually
2746532872569,Nicholson Inc,go
557269068351,Rowe Ltd,onto
9962308961300,West and Sons,already
5926228629705,Shaw-Ibarra,guess
5099911082370,"Hardin, Freeman and Sherman",anyone
7784439086639,Krueger-Smith,cold
4333701281122,Dixon-Thomas,live
4658615111807,Garcia Group,per
7102046478632,Baxter-Stafford,especially
6272374184945,Malone LLC,make
5568244519313,"Harvey, Soto and Foster",group
4075544605190,"Smith, Miller and Ponce",moment
661178273702,"Smith, Anderson and Brown",necessary
7666533764706,Washington PLC,night
108291695054,"Hill, Rose and Wood",hour
1185208354519,Washington-Kramer,edge
1343714718877,Juarez and Sons,live
1634744024850,Le-Hodge,computer
2856127691957,"Long, Johnson and Cox",natural
4930143188180,Ruiz Inc,democratic
526076576288,"Peterson, Garcia and Carlson",save
4196564639767,"Lee, Rios and Delgado",idea
8617671538564,Harvey and Sons,party
228499472515,Rivers Group,probably
6974747638968,Ball Ltd,world
4015566575399,"Stewart, Decker and Evans",entire
8634351593734,"Hanson, Nelson and Brown",she
2254809862596,"Williams, Sparks and Harrison",body
3153607903002,Romero-Richardson,Congress
3486270150191,Lee-Nelson,return
1753012907466,Snyder Ltd,move
5953027025114,Moore and Sons,leave
4897424143496,Mcconnell-Waller,series
587767417694,Harvey-Anthony,model
1200556281225,"Miller, Allen and Richardson",over
8734838818612,"Hood, Weber and Coleman",be
7938026060628,Ross PLC,would
5845307496802,Chung PLC,avoid
7666834860049,Carr LLC,manage
7443188360315,Travis-Blackwell,follow
244739735819,"Hudson, Rosales and Shaw",source
8800895775835,"Bailey, Maxwell and Waters",notice
964260776133,Hale-Clark,central
7744112712814,"Brooks, Jimenez and Anderson",watch
4135624563186,Gonzalez Group,center
3179439041985,"Nash, Thompson and Holloway",customer
7078821070925,"Cox, Johnson and Joseph",week
5805818089622,Collins Group,environmental
5515369301092,Lopez and Sons,social
3084567845006,Austin-Young,data
4357996390658,"Flores, Pena and Sweeney",walk
8220039575009,Young-Gibson,production
507027839115,York-Johnson,hair
1913360739483,"Burton, Valenzuela and Novak",own
3325663725578,Cowan Ltd,little
7433279260215,Robinson-York,coach
4713908936236,Castro-Villa,city
1422877174805,Moreno-Bowen,reason
9856520099186,Cruz Inc,stand
5591316405818,Poole-Williams,director
3982640392133,"Warner, Nelson and Lee",just
5673622522050,"Jones, Tucker and Dominguez",watch
302125287986,Dunn Inc,there
6019811690962,"Greene, Harding and Farmer",over
6933905083331,"Larson, Reyes and Ramos",tonight
7353856798200,Christian Group,east
9179505557396,"King, Jimenez and Farrell",change
3539510164117,Gutierrez Group,shake
2593513922003,Reed-Johnson,nation
8384563061046,Young-Hunter,cut
8891164652744,"Reynolds, Perry and Singleton",office
6542540854479,"Randall, Walker and Smith",those
9058784818109,Roberts-Collins,by
4005449086637,"Shaw, Walker and Gomez",reality
474503393917,Jones-Taylor,finally
753625975413,Dominguez PLC,out
8887831571423,Ortega LLC,general
8767668548633,Foster PLC,strategy
7153248127769,"Bailey, Bates and Sanders",parent
1155160302612,"Miller, Perry and Mitchell",condition
9930612773603,"Boone, Atkins and Edwards",pattern
6126189438531,Moore-Hayes,store
2127917608276,Smith Inc,method
862844389165,"Pena, Mack and Adams",church
2349631499560,"Ferguson, Castro and Stewart",pay
7514934136825,"Avila, Moss and Nguyen",kitchen
5550176249318,Phillips-Hood,choice
6349766698303,Galloway Inc,child
1968152474849,"Delgado, Jones and Harris",report
5449427961582,Herman Group,green
7282797853785,Reed Inc,us
1563131979569,"Cervantes, Martin and Salazar",nice
2244682748168,Reid LLC,bank
923212566545,"Kelly, Murphy and Huffman",gas
4682299636345,Garrett-Baldwin,theory
6246489680152,"Grant, Brown and Mathis",movement
2585589132311,Curry-Armstrong,low
2242318570410,Hoover PLC,million
2512850179286,Jones-Brown,maintain
7256734178031,"Thompson, Douglas and Wallace",sell
3932984892345,"Sanchez, Johnson and Velasquez",picture
9940218484299,Becker-Clayton,personal
1485969260554,Skinner-Jennings,step
5778768225139,Chandler Ltd,under
2901370302218,Huff-Burton,attention
797636249946,Werner LLC,oil
9746288095010,"Williams, Martin and Henson",seat
9183819534040,"Dawson, Patterson and Scott",under
1344533130344,Chang Inc,key
1912784023984,Chambers Ltd,guess
2020389410386,Harris-Dominguez,water
9819870299154,Harris Group,idea
1355521928661,Conrad Ltd,hundred
9210273423716,Smith-Moore,PM
2892051349323,Smith-Benjamin,fine
1419761894534,"Cox, Gentry and Hawkins",exactly
1042372772755,Ramsey Ltd,bring
9241618122785,Briggs and Sons,describe
1063453347387,Williams-Conway,letter
3720637602761,"Shaw, Campbell and Nguyen",our
8846293794482,"Shelton, Turner and Marsh",certain
5109851556101,Avila Ltd,toward
6542243597379,Hunt and Sons,hard
1651340335204,Murphy PLC,pay
1995616852776,Bailey-Smith,population
162839953672,"Gonzalez, Kelley and Reyes",building
7193928812169,"Martinez, Wolf and Bailey",various
5900466461153,Thompson-Wong,write
630531891058,Mills-Martinez,well
5892877380875,Robinson-Mack,never
6618838948639,Joseph LLC,voice
6917260766311,"Jordan, Miles and Prince",believe
9436059219503,Robertson Inc,keep
1539386036371,"Baker, Young and Edwards",put
5869874185382,Jones-Sanchez,capital
8335702052361,Davis-Cook,set
349210459679,Gonzalez-Camacho,use
1101126728158,Jones-Moreno,certain
8274728007896,"Moran, White and Rivera",base
209840147355,Baker-Nelson,require
7044861649466,"Anderson, Wade and Armstrong",understand
552427302388,Powell-Hamilton,along
1653522347450,York Ltd,foot
2366449979608,Wood LLC,him
4157925530973,Dunn-Smith,increase
5017465100828,Anderson PLC,fund
5482112838465,Moran-Pennington,today
8876432104079,Olson Group,beautiful
7757334249565,Parker LLC,contain
8667149238701,Gonzalez-Yates,fine
3079384508890,Horn PLC,skill
2731870389262,Parks Ltd,thought
2091854295538,Sanchez LLC,rest
9002944874244,Gilbert Group,happen
2763958229427,"Stewart, Morton and Harris",shoulder
8411430207875,Scott Inc,become
2101641750299,Odom-Lopez,set
3546667775957,Landry Group,last
3435190319707,Becker Group,either
4027813722171,Jones LLC,teach
8143733987467,Cruz Ltd,beautiful
9882577903274,Mcknight-Clark,gas
1955908962309,Willis Group,college
6763022783579,"Valentine, King and Ballard",free
2444587069766,Hill-Rodriguez,summer
3649752571412,Baker-Perez,apply
8625758066395,Taylor LLC,high
7693431827730,"Johns, Anderson and Sanchez",always
8291935247332,Lee-Sutton,build
8216456795887,"Rivera, Welch and Reid",old
5342300557578,Hill-Adams,know
5107477874282,"Rojas, Williams and Pham",shake
2761348790897,"Park, Phillips and Hughes",course
9179086350679,Buckley-Patel,son
1406704852530,Guerrero-Schultz,fly
3305575971210,Dunn PLC,through
5294708940921,Young and Sons,new
3165000489336,Sanchez-Wilkinson,develop
2268221932461,Wilson PLC,way
2298322640658,"Davis, Howard and Taylor",development
4769573742729,Mason PLC,new
5849351338082,Carlson LLC,material
1021559446644,"Wallace, Howard and Savage",leave
2832121857651,Rhodes LLC,game
8234120052923,Garcia Ltd,conference
9069280692408,Baker and Sons,life
6435705468555,"Dennis, Ellis and Rodriguez",until
3580638801787,"Richards, Walters and Irwin",air
4294080665886,Jones Ltd,play
5488865604134,Nelson-Wagner,during
6830405638674,Maddox PLC,understand
4130067514104,"Graves, Sims and Love",suddenly
8042849873436,"Soto, Williams and Valencia",technology
6490167201930,Schultz Inc,you
637181781993,Smith PLC,page
8203922163820,Brown and Sons,early
912611776825,"Bartlett, Gilbert and Murphy",develop
5897576522164,Harris-Soto,little
4707949476620,Mitchell PLC,especially
1790816763305,"Phillips, Gray and Melton",result
5207789362967,"Watson, Johnson and Paul",store
6327041346225,Kim-Jackson,billion
8315575212104,Ho-Goodman,perhaps
